smiles,Caco2Papp,scaffold
CC(C)OC(=O)[C@H](Cc1ccc(OC(=O)N(C)C)cc1)NC(=O)[C@H]1N(S(=O)(=O)c2cnn(C)c2)CSC1(C)C,-5.1700001,<rdkit.Chem.rdchem.Mol object at 0x7fb386c8d230>
CN(C)C(=O)Oc1ccc(C[C@H](NC(=O)[C@H]2N(S(=O)(=O)c3cnn(C)c3)CSC2(C)C)C(=O)OCOC(=O)C(C)(C)C)cc1,-5.5999999,<rdkit.Chem.rdchem.Mol object at 0x7fb386c8d310>
COc1ccc2[nH]c(S(=O)Cc3ncc(C)c(OC)c3C)nc2c1,-4.1700001,<rdkit.Chem.rdchem.Mol object at 0x7fb386c8d3f0>
Cc1c(OCC(F)(F)F)ccnc1CS(=O)c1nc2ccccc2[nH]1,-4.1100001,<rdkit.Chem.rdchem.Mol object at 0x7fb386c8d460>
CCCCN1C(=O)N(Cc2ccc3[nH]nc(N)c3c2)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@H]1Cc1ccccc1,-5.6788902,<rdkit.Chem.rdchem.Mol object at 0x7fb386c8d540>
c1ccc(-c2cccnc2)cc1,-3.8880284,<rdkit.Chem.rdchem.Mol object at 0x7fb386c8d5b0>
COc1cc([C@@H]2c3cc4c(cc3[C@@H](OC3OC5COC(c6cccs6)OC5C(O)C3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,-6.0500002,<rdkit.Chem.rdchem.Mol object at 0x7fb386c8d620>
CC(C)C[C@H](O)[C@H](O)[C@H](CC1CCCCC1)NC(=O)OC(C)(C)C,-4.1799998,<rdkit.Chem.rdchem.Mol object at 0x7fb386c8d700>
CC(OC(=O)NCC1(CC(=O)O)CCCCC1)OC(=O)C(C)C,-4.5093193,<rdkit.Chem.rdchem.Mol object at 0x7fb386c8d770>
CCC(=O)NC[C@H]1CN(c2ccc(-c3nncs3)c(F)c2)C(=O)O1,-4.4308991,<rdkit.Chem.rdchem.Mol object at 0x7fb386c8d7e0>
CC(=S)NC[C@H]1CN(c2ccc(-c3nnc(CN)s3)c(F)c2)C(=O)O1,-4.8219547,<rdkit.Chem.rdchem.Mol object at 0x7fb386c8d850>
CNCc1nnc(-c2ccc(N3C[C@H](CNC(C)=S)OC3=O)cc2F)s1,-4.7697759,<rdkit.Chem.rdchem.Mol object at 0x7fb386c8d8c0>
CC(=S)NC[C@H]1CN(c2ccc(-c3nnc(CNS(C)(=O)=O)s3)c(F)c2)C(=O)O1,-5.619894,<rdkit.Chem.rdchem.Mol object at 0x7fb386c8d930>
CC(=O)NCC1CN(c2ccc(C(C)O)cc2)C(=O)N1,-5.6999998,<rdkit.Chem.rdchem.Mol object at 0x7fb386c8da80>
Cc1nnc(C(C)C)n1C1CC2CCC(C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)c1ccccc1,-6.0,<rdkit.Chem.rdchem.Mol object at 0x7fb386c8daf0>
Fc1cccc2c1O[C@H]1CNC[C@@H]1O2,-4.0999999,<rdkit.Chem.rdchem.Mol object at 0x7fb386c8db60>
Fc1cccc2c1O[C@H]1CNC[C@H]1O2,-3.729485,<rdkit.Chem.rdchem.Mol object at 0x7fb386c8dbd0>
COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6CC6)C[C@H]5/C=C\CCCCN(C)C(=O)[C@@H]4C3)cc(-c3cccc(C(C)C)n3)nc2c1C,-4.9204097,<rdkit.Chem.rdchem.Mol object at 0x7fb386c8dc40>
O=C(NC1(C(=O)N[C@H](Cc2ccccc2)C(=O)NCCC(=O)N2CCN(C3CCOCC3)CC2)CCCC1)c1cc2ccccc2s1,-5.8880281,<rdkit.Chem.rdchem.Mol object at 0x7fb386c8dcb0>
Cn1c(N2CCCN(CCCN3c4ccccc4Sc4ccc(C(=O)O)cc43)CC2)cc(=O)n(C)c1=O,-4.8289509,<rdkit.Chem.rdchem.Mol object at 0x7fb386c8dd90>
Cn1c(N2CCCN(CCCN3c4ccccc4Sc4c(C(=O)O)cccc43)CC2)cc(=O)n(C)c1=O,-5.8005152,<rdkit.Chem.rdchem.Mol object at 0x7fb386c8de00>
Cn1c(N2CCCN(CCCN3c4ccccc4Sc4ccc(CC(=O)O)cc43)CC2)cc(=O)n(C)c1=O,-5.2600002,<rdkit.Chem.rdchem.Mol object at 0x7fb386c8dee0>
Cn1c(N2CCCN(CCCN3c4ccccc4Sc4ccc(CCC(=O)O)cc43)CC2)cc(=O)n(C)c1=O,-5.1100001,<rdkit.Chem.rdchem.Mol object at 0x7fb386c8df50>
Cn1c(N2CCCN(CCCN3c4ccccc4Sc4ccc(C(C)(C)C(=O)O)cc43)CC2)cc(=O)n(C)c1=O,-5.0,<rdkit.Chem.rdchem.Mol object at 0x7fb386c8dfc0>
Cn1c(N2CCCN(CCCN3c4ccccc4Sc4ccc(OCC(=O)O)cc43)CC2)cc(=O)n(C)c1=O,-5.8005152,<rdkit.Chem.rdchem.Mol object at 0x7fb386c8e030>
NC1CONC1=O,-5.4400001,<rdkit.Chem.rdchem.Mol object at 0x7fb386c8e180>
O=C(O)CC(CC1CCN(C(=O)CCc2ccc3c(n2)NCCC3)CC1)c1cnc2ccccc2c1,-5.8899999,<rdkit.Chem.rdchem.Mol object at 0x7fb386c8e1f0>
Cc1cc(NC(O)=C2C(=O)c3ccccc3S(=O)(=O)N2C)no1,-4.6100001,<rdkit.Chem.rdchem.Mol object at 0x7fb386c8e260>
COCCOc1ccc(N2CCN(CCn3ncc4c3nc(N)n3nc(-c5ccco5)nc43)CC2)cc1,-5.3499999,<rdkit.Chem.rdchem.Mol object at 0x7fb386c8e340>
CCC(C)C(N)C(=O)OC[C@@H]1O[C@H](n2cc(F)c(=O)[nH]c2=O)C[C@H]1O,-5.5908804,<rdkit.Chem.rdchem.Mol object at 0x7fb386c8e420>
CC#Cc1cn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)[nH]c1=O,-5.1687455,<rdkit.Chem.rdchem.Mol object at 0x7fb386c8e490>
CC(C)CC(N)C(=O)NCC(=O)OC[C@@H]1O[C@H](n2cc(F)c(=O)[nH]c2=O)C[C@H]1O,-5.4206805,<rdkit.Chem.rdchem.Mol object at 0x7fb386c8e500>
CC(C)C(N)C(=O)OC[C@@H]1O[C@H](n2cc(F)c(=O)[nH]c2=O)C[C@H]1O,-5.29,<rdkit.Chem.rdchem.Mol object at 0x7fb386c8e570>
CC(C)[C@H](N)C(=O)OC[C@@H]1O[C@H](n2cc(F)c(=O)[nH]c2=O)C[C@H]1O,-6.0100002,<rdkit.Chem.rdchem.Mol object at 0x7fb386c8e5e0>
Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O,-5.0599999,<rdkit.Chem.rdchem.Mol object at 0x7fb386c8e6c0>
O=c1[nH]c(=O)n([C@H]2O[C@@H](CO)[C@H](O)[C@H]2O)cc1/C=C/Br,-5.3989701,<rdkit.Chem.rdchem.Mol object at 0x7fb386c8e730>
NC(CC(=O)O)C(=O)OC[C@@H]1O[C@H](n2cc(F)c(=O)[nH]c2=O)C[C@H]1O,-6.4899998,<rdkit.Chem.rdchem.Mol object at 0x7fb386c8e7a0>
Cc1cn([C@H]2C[C@H]([N-][NH+]=N)[C@@H](CO)O2)c(=O)[nH]c1=O,-5.1850867,<rdkit.Chem.rdchem.Mol object at 0x7fb386c8e810>
CC[C@H](C)[C@H](N)C(=O)O[C@@H]1C[C@@H](n2cc(F)c(=O)[nH]c2=O)O[C@H]1CO,-5.5599999,<rdkit.Chem.rdchem.Mol object at 0x7fb386c8e880>
CC(C)(C)S(=O)(=O)C[C@H](Cc1ccccc1)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@H](CC1CCCCC1)[C@@H](O)[C@H](O)C1CC1,-6.1300907,<rdkit.Chem.rdchem.Mol object at 0x7fb386c8e8f0>
CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(CCF)c3c2F)CC1,-4.8099742,<rdkit.Chem.rdchem.Mol object at 0x7fb386c8e9d0>
COC(=O)C[C@@H](C(=O)NN(Cc1ccc(Br)cc1)C[C@@](O)(Cc1ccccc1)C(=O)NC1CCOC1)C(C)(C)C,-4.9699998,<rdkit.Chem.rdchem.Mol object at 0x7fb386c8ea40>
O=C(Nc1ccc(C(F)(F)F)c(Cl)c1)c1ccnn1CCc1ccncc1,-5.3400002,<rdkit.Chem.rdchem.Mol object at 0x7fb386c8eab0>
O=C(Nc1ccc(Cl)cc1)c1ccnn1CCc1ccncc1,-5.1590075,<rdkit.Chem.rdchem.Mol object at 0x7fb386c8eb20>
O=C(Nc1ccc(OC(F)(F)F)cc1)c1ccnn1CCc1ccncc1,-5.1515226,<rdkit.Chem.rdchem.Mol object at 0x7fb386c8ec00>
O=C(Nc1ccc(OC(F)(F)Cl)cc1)c1ccnn1CCc1ccncc1,-5.3275695,<rdkit.Chem.rdchem.Mol object at 0x7fb386c8ec70>
CC(C)c1ccc(NC(=O)c2ccnn2CCc2ccncc2)cc1,-5.0886235,<rdkit.Chem.rdchem.Mol object at 0x7fb386c8ed50>
O=C(O)c1cc(/N=N/c2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O,-5.378171,<rdkit.Chem.rdchem.Mol object at 0x7fb386c8eea0>
O=C(N[C@@H]1CCOC[C@@H]1C(=O)NO)c1ccc(Cc2c(C(F)(F)F)nn3ccccc23)cc1,-5.7447276,<rdkit.Chem.rdchem.Mol object at 0x7fb386c8ef10>
CC(C)(C)c1nn2ccccc2c1Cc1ccc(C(=O)N[C@@H]2CCOC[C@@H]2C(=O)NO)cc1,-5.3665314,<rdkit.Chem.rdchem.Mol object at 0x7fb386c8ef80>
Cc1cc(COc2ccc(C(=O)N[C@@H]3C[C@@]4(CCCO4)C[C@@H]3C(=O)NO)cc2)c2ccccc2n1,-5.6319547,<rdkit.Chem.rdchem.Mol object at 0x7fb386c8eff0>
Cc1nc(-c2ccc(Cl)cc2-c2ccc([C@@H](C)NC(=O)C3(NC(=O)C(F)(F)F)CC3)c(F)c2)no1,-4.5086384,<rdkit.Chem.rdchem.Mol object at 0x7fb386c8f060>
Cc1nc(-c2c(Cl)cc(Cl)cc2-c2ccc([C@@H](C)NC(=O)C3(NC(=O)C(F)(F)F)CC3)c(F)c2)no1,-4.6382723,<rdkit.Chem.rdchem.Mol object at 0x7fb386c8f0d0>
Nc1nc2c(ncn2C2[C@@H](CO)C[C@@H]2CO)c(=O)[nH]1,-6.0599999,<rdkit.Chem.rdchem.Mol object at 0x7fb386c8f140>
COCCOCCOCC(=O)Nc1ccc(S(=O)(=O)Nc2nncs2)cc1,-6.2399998,<rdkit.Chem.rdchem.Mol object at 0x7fb386c8f1b0>
CCCCCCCCCCCCc1ccc(S(=O)(=O)Nc2nncs2)cc1,-5.3200002,<rdkit.Chem.rdchem.Mol object at 0x7fb386c8f290>
O=C(NC1(C(=O)N[C@H](Cc2ccccc2)C(=O)NC2CCN(CC3CCOCC3)CC2)CCCC1)c1cc2ccccc2s1,-5.0700002,<rdkit.Chem.rdchem.Mol object at 0x7fb386c8f300>
CS(=O)(=O)N[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)NCC1CCN(C(=N)N)CC1,-6.5611248,<rdkit.Chem.rdchem.Mol object at 0x7fb386c8f370>
CO[C@H]1C[C@]2(C)C3CC[C@]4(C)[C@@H]([C@@](C)(O)[C@H](O)CCC(C)C)CC[C@@]4(O)C3=CC(=O)[C@@H]2C[C@H]1O,-4.6999998,<rdkit.Chem.rdchem.Mol object at 0x7fb386c8f450>
CC(C)CC[C@@H](O)[C@](C)(O)[C@H]1CC[C@@]2(O)C3=CC(=O)[C@@H]4C[C@@H](O)[C@@H](O)C[C@@]4(C)C3CC[C@]12C,-4.7199998,<rdkit.Chem.rdchem.Mol object at 0x7fb386c8f530>
CCO[C@H](CCC(C)(C)O)[C@](C)(O)[C@H]1CC[C@@]2(O)C3=CC(=O)[C@@H]4C[C@@H](O)[C@@H](O)C[C@@]4(C)C3CC[C@]12C,-4.8600001,<rdkit.Chem.rdchem.Mol object at 0x7fb386c8f5a0>
C=CCO[C@H](CCC(C)(C)O)[C@](C)(O)[C@H]1CC[C@@]2(O)C3=CC(=O)[C@@H]4C[C@@H](O)[C@@H](O)C[C@@]4(C)C3CC[C@]12C,-4.6900001,<rdkit.Chem.rdchem.Mol object at 0x7fb386c8f610>
COC(C)(C)CC[C@@H](O)[C@](C)(O)[C@H]1CC[C@@]2(O)C3=CC(=O)[C@@H]4C[C@@H](O)[C@@H](O)C[C@@]4(C)C3CC[C@]12C,-4.7600002,<rdkit.Chem.rdchem.Mol object at 0x7fb386c8f680>
CO[C@H](CCC(C)C)[C@](C)(O)[C@H]1CC[C@@]2(O)C3=CC(=O)[C@@H]4C[C@@H](O)[C@@H](O)C[C@@]4(C)C3CC[C@]12C,-4.5799999,<rdkit.Chem.rdchem.Mol object at 0x7fb386c8f6f0>
CC(C)(O)CC[C@@H](O)[C@](C)(O)[C@H]1CC[C@@]2(O)C3=CC(=O)[C@@H]4C[C@@H](O)[C@@H](O)C[C@@]4(C)C3CC[C@]12C,-4.79,<rdkit.Chem.rdchem.Mol object at 0x7fb386c8f760>
CC(C)CC[C@@H](O)[C@](C)(O)[C@H]1CC[C@@]2(O)C3=CC(=O)[C@]4(O)C[C@@H](O)[C@@H](O)C[C@@]4(C)C3[C@@H](O)C[C@]12C,-4.9000001,<rdkit.Chem.rdchem.Mol object at 0x7fb386c8f7d0>
CC(=O)NCC1CN(c2cc(F)c(-c3ccncc3)c(F)c2)C(=O)O1,-4.29,<rdkit.Chem.rdchem.Mol object at 0x7fb386c8f840>
CN1C(=O)CC(N2CCN(CC/C=C3/c4ccccc4COc4ccc(C(=O)O)cc43)CC2)N(C)C1=O,-5.0700002,<rdkit.Chem.rdchem.Mol object at 0x7fb386c8f8b0>
CCCCOC(=O)COc1ccc(C(=O)CNC(=O)c2cc3c(s2)CCNC3)cc1OCC(=O)OCCCC,-5.1011863,<rdkit.Chem.rdchem.Mol object at 0x7fb386c8fa00>
CCCCc1oc2ccc(NS(C)(=O)=O)cc2c1C(=O)c1ccc(OCCCN(CCCC)CCCC)cc1,-4.52,<rdkit.Chem.rdchem.Mol object at 0x7fb386c8fa70>
Cn1cncc1CN1CC(N(CCn2cccc2)S(=O)(=O)c2ccccn2)Cc2cc(C#N)ccc21,-4.9099998,<rdkit.Chem.rdchem.Mol object at 0x7fb386c8fae0>
CC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,-5.7648687,<rdkit.Chem.rdchem.Mol object at 0x7fb386c8fb50>
CC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(N)=O,-5.3484769,<rdkit.Chem.rdchem.Mol object at 0x7fb386c8fbc0>
CC(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(N)=O,-4.6937804,<rdkit.Chem.rdchem.Mol object at 0x7fb386c8fca0>
CC(=O)N[C@H](Cc1ccccc1)C(=O)N(C)[C@H](Cc1ccccc1)C(=O)N[C@H](Cc1ccccc1)C(N)=O,-5.0900002,<rdkit.Chem.rdchem.Mol object at 0x7fb386c8fd80>
CNC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@@H](Cc1ccccc1)NC(C)=O,-5.3800001,<rdkit.Chem.rdchem.Mol object at 0x7fb386c8fdf0>
C=C(C)C(COc1c2occc2cc2ccc(=O)oc12)OC(C)(C)C(O)COc1c2occc2cc2ccc(=O)oc12,-4.48,<rdkit.Chem.rdchem.Mol object at 0x7fb386c8fe60>
Cc1ccc2cc(C(=O)NC3(C(=O)N[C@H](Cc4ccccc4)C(=O)NCC4CCN(CC5CCOCC5)CC4)CCCC3)sc2c1,-5.2912149,<rdkit.Chem.rdchem.Mol object at 0x7fb386c8fed0>
O=C(NC1(C(=O)N[C@H](Cc2ccccc2)C(=O)NCC2CCN(CC3CCOCC3)CC2)CCCC1)c1cc2ccc(C(F)(F)F)cc2s1,-5.1919103,<rdkit.Chem.rdchem.Mol object at 0x7fb386c90040>
O=C1NCC2(CCCNC2)c2[nH]c(-c3ccnc(-c4ccc5c(c4)OCO5)n3)cc21,-5.4699998,<rdkit.Chem.rdchem.Mol object at 0x7fb386c90120>
C[C@H](CSN=O)C(=O)N1CCC[C@@H]1C(=O)O,-4.5,<rdkit.Chem.rdchem.Mol object at 0x7fb386c90190>
C[C@H](CS)C(=O)N1CCC[C@@H]1C(=O)O,-4.8153086,<rdkit.Chem.rdchem.Mol object at 0x7fb386c90200>
NCC(=O)N1CCC[C@H]1C(=O)O,-5.2123351,<rdkit.Chem.rdchem.Mol object at 0x7fb386c90270>
C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O,-4.8200002,<rdkit.Chem.rdchem.Mol object at 0x7fb386c902e0>
CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1.Cl,-5.6999998,<rdkit.Chem.rdchem.Mol object at 0x7fb386c90350>
CO[C@@H]1C=CO[C@@]2(C)Oc3c(C)c(O)c4c(c3C2=O)C(=O)/C(=C\NN2CCN(C)CC2)C(=C4O)NC(=O)C(C)=CC=C[C@@H](C)[C@H](O)[C@H](C)[C@H](O)[C@@H](C)[C@@H](OC(C)=O)[C@@H]1C,-5.399786,<rdkit.Chem.rdchem.Mol object at 0x7fb386c903c0>
Cc1c(F)c(N2CCNC(C)C2)cc2c1C(=O)C(C(=O)O)CN2C1CC1,-4.9825492,<rdkit.Chem.rdchem.Mol object at 0x7fb386c90430>
CC(=S)NC[C@H]1CN(c2ccc(N3CCCS(=O)CC3)c(F)c2)C(=O)O1,-5.3386211,<rdkit.Chem.rdchem.Mol object at 0x7fb386c904a0>
O=C1C[C@@H](c2ccc(C[C@H](NS(=O)(=O)c3ccccc3)c3nc4ccccc4[nH]3)cc2F)S(=O)([O-])=N1,-6.5214391,<rdkit.Chem.rdchem.Mol object at 0x7fb386c90510>
COC(=O)[C@H](N)CCCCNC(=S)Nc1ccc2c(c1)C(=O)OC21c2ccc(O)cc2Oc2cc(O)ccc21,-5.8313413,<rdkit.Chem.rdchem.Mol object at 0x7fb386c905f0>
Cn1c(C(=O)NC2(C(=O)N[C@H](Cc3ccccc3)C(=O)NCCCN3CCOCC3)CCCC2)cc2ccccc21,-4.9723473,<rdkit.Chem.rdchem.Mol object at 0x7fb386c90660>
C=CCNC(=O)C(=O)C(CCC)NC(=O)C1C2C(CN1C(=O)C(NC(=O)NC(C(=O)C(C)C)C(C)C)C(C)(C)C)C2(C)C,-5.29,<rdkit.Chem.rdchem.Mol object at 0x7fb386c906d0>
N=C(N)c1cccc(CC(CC(=O)N2CCCCC2C(=O)O)NS(=O)(=O)c2ccc3ccccc3c2)c1,-7.3814998,<rdkit.Chem.rdchem.Mol object at 0x7fb386c90820>
COC(=O)C1CCCCN1C(=O)CC(Cc1cccc(C(=N)N)c1)NS(=O)(=O)c1ccc2ccccc2c1,-7.1178856,<rdkit.Chem.rdchem.Mol object at 0x7fb386c90890>
N=C(N)c1cccc(CC(CC(=O)N2CCCC(C(=O)O)C2)NS(=O)(=O)c2ccc3ccccc3c2)c1,-7.3820248,<rdkit.Chem.rdchem.Mol object at 0x7fb386c90900>
COC(=O)C1CCN(C(=O)CC(Cc2cccc(C(=N)N)c2)NS(=O)(=O)c2ccc3ccccc3c2)CC1,-7.0912943,<rdkit.Chem.rdchem.Mol object at 0x7fb386c909e0>
N=C(NO)c1cccc(CC(CC(=O)N2CCC(C(=O)O)CC2)NS(=O)(=O)c2ccc3ccccc3c2)c1,-7.3677616,<rdkit.Chem.rdchem.Mol object at 0x7fb386c90a50>
CNC(=N)c1cccc(CC(CC(=O)N2CCC(C)CC2)NS(=O)(=O)c2ccc3ccccc3c2)c1,-6.8503904,<rdkit.Chem.rdchem.Mol object at 0x7fb386c90ba0>
CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1,-4.9499998,<rdkit.Chem.rdchem.Mol object at 0x7fb386c90c80>
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,-4.6900001,<rdkit.Chem.rdchem.Mol object at 0x7fb386c90cf0>
COc1ccc(-c2cc(=O)c3c(O)cc(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cc3o2)cc1O,-6.9204097,<rdkit.Chem.rdchem.Mol object at 0x7fb386c90d60>
Cc1nc(N)ccc1CNC(=O)Cc1c(C#N)ccc(NCC(F)(F)c2ccccn2)c1F,-5.1474957,<rdkit.Chem.rdchem.Mol object at 0x7fb386c90dd0>
COc1cc(C(=O)N2CC[C@](CCN3CCC(C(=O)N4CCOCC4)(c4ccccc4)CC3)(c3ccc(Cl)c(Cl)c3)C2)cc(OC)c1OC,-5.0814137,<rdkit.Chem.rdchem.Mol object at 0x7fb386c90e40>
C[C@]12C[C@@H](O)[C@@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@H]1CC[C@H]2C(=O)CO,-4.4850001,<rdkit.Chem.rdchem.Mol object at 0x7fb386c90eb0>
C[C@]12CCC(=O)C=C1CC[C@@H]1[C@H]2[C@H](O)C[C@@]2(C)[C@@H]1CC[C@@]2(O)C(=O)CO,-4.6599998,<rdkit.Chem.rdchem.Mol object at 0x7fb386c91000>
c1ccc(Cn2nnnc2C(c2ccc(Cn3cncn3)cc2)N2CCCN(C3CCC3)CC2)cc1,-6.3000002,<rdkit.Chem.rdchem.Mol object at 0x7fb386c91070>
COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc(N(O)O)c1,-4.9305754,<rdkit.Chem.rdchem.Mol object at 0x7fb386c910e0>
N=C(N)c1cccc(CC(CC(=O)N2CCNCC2)NS(=O)(=O)c2ccc3ccccc3c2)c1,-7.0312262,<rdkit.Chem.rdchem.Mol object at 0x7fb386c91150>
Nc1nc(=O)c2c([nH]1)NCC(CNc1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1)N2C=O,-7.5214391,<rdkit.Chem.rdchem.Mol object at 0x7fb386c911c0>
Cn1cnc(S(=O)(=O)N(CCN(Cc2cncn2C)c2ccc(C#N)cc2)Cc2ccccc2)c1,-5.9593034,<rdkit.Chem.rdchem.Mol object at 0x7fb386c91230>
Cc1nccc2c1[nH]c1ccccc12,-5.223299,<rdkit.Chem.rdchem.Mol object at 0x7fb386c912a0>
Cc1nccc2c1[nH]c1cc(O)ccc12,-5.302259,<rdkit.Chem.rdchem.Mol object at 0x7fb386c91310>
COC(=O)/C=C/CNC(=O)CN1C(=O)[C@@H](COC(=O)Nc2ccc(Cl)cc2C(F)(F)F)N=C(c2ccccc2)c2ccccc21,-5.4200001,<rdkit.Chem.rdchem.Mol object at 0x7fb386c91380>
CC(=O)c1sc(NC(=O)N[C@@H]2CCCC[C@H]2CN2CCC[C@@H](Cc3ccc(F)cc3)C2)nc1C,-5.221849,<rdkit.Chem.rdchem.Mol object at 0x7fb386c913f0>
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,-6.0999999,<rdkit.Chem.rdchem.Mol object at 0x7fb386c914d0>
COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1N(O)O,-4.3319983,<rdkit.Chem.rdchem.Mol object at 0x7fb386c91540>
COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1N(O)O,-4.6999998,<rdkit.Chem.rdchem.Mol object at 0x7fb386c915b0>
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(N(O)O)c1,-4.6200309,<rdkit.Chem.rdchem.Mol object at 0x7fb386c91620>
CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl,-4.6700001,<rdkit.Chem.rdchem.Mol object at 0x7fb386c91690>
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1,-4.8499999,<rdkit.Chem.rdchem.Mol object at 0x7fb386c91700>
CC(=O)N[C@H](CC1CCCCC1)C(=O)NCCc1ccccc1,-4.3517656,<rdkit.Chem.rdchem.Mol object at 0x7fb386c91770>
CN1C(=O)CC(N2CCCN(CCCN3c4ccccc4COc4ccc(CC(=O)O)cc43)CC2)N(C)C1=O,-5.8000002,<rdkit.Chem.rdchem.Mol object at 0x7fb386c91850>
CC(C(=O)O)c1ccc2c(c1)N(CCCN1CCCN(C3CC(=O)N(C)C(=O)N3C)CC1)c1ccccc1CO2,-5.7199998,<rdkit.Chem.rdchem.Mol object at 0x7fb386c918c0>
C=CCOc1ccccc1OC[C@@H](CNC(C)C)OC(=O)C1CC1,-4.5450001,<rdkit.Chem.rdchem.Mol object at 0x7fb386c919a0>
C=CCc1ccccc1OCC(CNC(C)C)OC(=O)C1CC1,-4.1507826,<rdkit.Chem.rdchem.Mol object at 0x7fb386c91a10>
C=CCOc1ccccc1OCC(CNC(C)C)OC(=O)C1CC1,-4.1920457,<rdkit.Chem.rdchem.Mol object at 0x7fb386c91a80>
c1csc([C@]23CNC[C@H]2C3)c1,-4.7544875,<rdkit.Chem.rdchem.Mol object at 0x7fb386c91af0>
CC(=O)NCC1CN(c2ccc(C(C)=O)cc2)C(=O)O1,-4.5900002,<rdkit.Chem.rdchem.Mol object at 0x7fb386c91b60>
CC(=O)c1ccc(N2CC(CO)OC2=O)cc1,-4.1799998,<rdkit.Chem.rdchem.Mol object at 0x7fb386c91bd0>
CC(=O)c1ccc(N2CC(CN)OC2=O)cc1,-4.8499999,<rdkit.Chem.rdchem.Mol object at 0x7fb386c91c40>
CCCOCOCC1CN(c2ccc(C(C)=O)cc2)C(=O)O1,-3.95,<rdkit.Chem.rdchem.Mol object at 0x7fb386c91cb0>
CC(C)NCC(COc1ccc(CCOCC2CC2)cc1)OC(=O)C1CC1,-4.1300812,<rdkit.Chem.rdchem.Mol object at 0x7fb386c91d20>
CC(C)NC[C@H](COc1ccc(CCOCC2CC2)cc1)OC(=O)C1CC1,-4.52,<rdkit.Chem.rdchem.Mol object at 0x7fb386c91d90>
C/C=C/C/C=C/CCC(=O)[C@@H]1O[C@@H]1C(N)=O,-5.4224062,<rdkit.Chem.rdchem.Mol object at 0x7fb386c91fc0>
O=C(O)CC(C1CCN(C(=O)CCCc2ccc3c(n2)NCCC3)CC1)C1CNc2ccccc2C1,-5.2199998,<rdkit.Chem.rdchem.Mol object at 0x7fb386c92030>
CC(C)(C)NC(=O)[C@@H]1CC2CCCCC2CN1CC(OC(=O)CCCCC1SCC2NC(=O)NC21)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1,-6.4094677,<rdkit.Chem.rdchem.Mol object at 0x7fb386c920a0>
CCOC(=O)CCN1CC(=O)N(C)c2ccc(OCc3ccc(C(=N)N)cc3)cc2C1=O,-6.3682656,<rdkit.Chem.rdchem.Mol object at 0x7fb386c92110>
COc1ccc2cc3[n+](cc2c1O)CCc1cc2c(cc1-3)OCO2,-4.8815303,<rdkit.Chem.rdchem.Mol object at 0x7fb386c92180>
