smiles,pKa,pKaAcidic_train_test,scaffold
NCCCC(O)(P(=O)(O)O)P(=O)(O)O,0.69,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48806d0>
NCCCCCC(O)(P(=O)(O)O)P(=O)(O)O,0.69,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4880740>
CC(O)(P(=O)(O)O)P(=O)(O)O,0.7,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48807b0>
CC(O)(P(=O)([O-])O)P(=O)([O-])O,0.7,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4880820>
CC(=C(CCOP(=O)(O)O)SC(=O)c1ccccc1)N(C=O)Cc1cnc(C)nc1N,0.71,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4880890>
C=Cc1cc(C(=O)Nc2ccc(C(=N)N)cc2)c(-c2ccc(C(=O)NCC3CC3)nc2C(=O)O)cc1OC,0.72,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48809e0>
Cn1c(C(=O)O)c(I)c(=O)c(I)c1C(=O)O,0.74,test,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4880a50>
C/N=C(/S)[C@]1(c2cccnc2)CCCC[S@@+]1[O-],0.74,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4880ac0>
O=P(O)(O)C(O)P(=O)(O)O,0.75,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4880b30>
C[C@H](Nc1cc(Cl)nc2c1cnn2[C@@H]1O[C@H](COP(=O)(O)CP(=O)(O)O)[C@@H](O)[C@H]1O)c1ccccc1F,0.78,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4880ba0>
O=C(O)c1cc(O)c2c3nc4ccccc4oc-3cc(=O)c2n1,0.79,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4880c10>
Nc1ccn([C@@H]2CO[C@H](COP(=O)(O)O)O2)c(=O)n1,0.79,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4880c80>
CSCCNc1nc(SCCC(F)(F)F)nc2c1ncn2[C@@H]1O[C@H](CO[P@](=O)(O)O[P@](=O)(O)C(Cl)(Cl)P(=O)(O)O)[C@@H](O)[C@H]1O,0.79,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4880cf0>
O=C(O)CN(CCOCCOCCN(CC(=O)O)CC(=O)O)CC(=O)O,0.8,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4880dd0>
CCOc1ccc(-c2nc(-c3cccc(C(=O)O)n3)cs2)cc1OCC,0.8,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4880e40>
CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCS,0.82,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4880eb0>
O=P(O)(O)OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,0.87,test,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4880f20>
Nc1nc(Cl)nc2c1ncn2[C@H]1C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O1,0.87,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4880f90>
Nc1nc(Cl)nc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@@H]1F,0.87,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4881000>
CC(O)(P(=O)(O)O)P(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@@H](O)[C@@H]1O,0.87,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4881070>
Nc1nc(O[C@H](c2ccc(Cl)cc2-c2ccccc2)C(F)(F)F)cc(N2CCC3(CC2)CN[C@H](C(=O)O)C3)n1,0.87,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48810e0>
CCCc1nc(C(C)(C)O)c(C(=O)O)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,0.89,test,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4881150>
O=P(O)(O)OP(=O)(O)OP(=O)(O)O,0.89,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48811c0>
O=P(O)(O)OC[C@H]1OC(O)(COP(=O)(O)O)[C@@H](O)[C@@H]1O,0.89,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4881230>
O=P(O)(O)OC[C@H]1O[C@@](O)(COP(=O)(O)O)[C@@H](O)[C@@H]1O,0.89,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48812a0>
Nc1nc(=O)n([C@@H]2CS[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O2)cc1F,0.89,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4881380>
Cc1ccccc1-c1cc(N2CC[N+](C)(COP(=O)([O-])O)CC2)ncc1N(C)C(=O)C(C)(C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,0.89,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48813f0>
Cc1ccccc1-c1cc(N2CC[N+](C)(COP(=O)(O)O)CC2)ncc1N(C)C(=O)C(C)(C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,0.89,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4881460>
C[C@]1(O)[C@H](n2ccc(=O)[nH]c2=O)O[C@](F)(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@H]1O,0.89,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48814d0>
C=C1[C@H](OP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)C[C@@H]1n1cnc2c(=O)[nH]c(N)nc21,0.89,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4881540>
C[C@@]1(F)[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O[C@H]1n1ccc(=O)[nH]c1=O,0.9,test,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4881690>
Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O,0.9,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4881770>
O=c1ccn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]1,0.9,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48817e0>
Cc1cn([C@H]2C=C[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O2)c(=O)[nH]c1=O,0.9,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48818c0>
Nc1ccn([C@H]2CC[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O2)c(=O)n1,0.9,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4881930>
NC(=O)c1ncn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]2O)n1,0.9,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48819a0>
Nc1ccn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)C2(F)F)c(=O)n1,0.9,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4881a10>
Cc1cn([C@@H]2C[C@@H](O)[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O2)c(=O)[nH]c1=O,0.9,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4881a80>
O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O2)cc1/C=C/Br,0.9,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4881bd0>
C[C@@]1(O)[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O[C@H]1n1ccc(N)nc1=O,0.9,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4881c40>
C[C@@]1(F)[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O[C@H]1n1ccc(N)nc1=O,0.9,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4881cb0>
N#C[C@@]1(c2ccc3c(N)ncnn23)O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O,0.9,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4881d20>
Nc1nc2c(ncn2CC[C@@H](CO)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)c(=O)[nH]1,0.9,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4881e00>
COCCNC(=O)CN(CCN(CCN(CC(=O)O)CC(=O)NCCOC)CC(=O)O)CC(=O)O,0.91,test,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4881f50>
Nc1cc(Cl)ccc1C(=O)CC(N)C(=O)O,0.92,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4881fc0>
Nc1c(-c2cc(Cc3ccc(COc4ccccn4)cc3)no2)ccc[n+]1COP(=O)([O-])O,0.93,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48820a0>
CO[C@@H]1[C@H](OP(=O)(S)OC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)C[C@@H]2O)[C@@H](CO)O[C@H]1n1ccc(=O)[nH]c1=O,0.97,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4882110>
N[C@@H](Cc1ccc(O)c(I)c1)C(=O)O,0.99,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48821f0>
O=C(O)[C@H]1CN(C/C=C/P(=O)(O)O)CCN1,1.0,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4882260>
C[C@@H](Cn1cnc2c(N)ncnc21)OCP(=O)(O)OP(=O)(O)OP(=O)(O)O,1.01,test,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48822d0>
Nc1ncnc2c1ncn2CCOCP(=O)(O)OP(=O)(O)OP(=O)(O)O,1.01,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4882340>
O=C(O)c1ccc(C(c2ccccc2)(c2ccccc2)c2ccccc2)cn1.OCCNCCO,1.03,test,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4882420>
O=C(O)c1ccc(C(c2ccccc2)(c2ccccc2)c2ccccc2)cn1,1.03,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4882490>
O=P(O)(O)C(Sc1ccc(Cl)cc1)P(=O)(O)O,1.03,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4882500>
CO[C@@H](C)[C@H]1C[C@H](C)[C@H]([C@@H](C)/C=C/[C@@H]2CC[C@@H](C)[C@H](/C(=C/[C@H]3CCC[C@@H](C)[C@@H]3[C@H](C)C(=O)C3=C(O)COC3=O)CO)O2)O1,1.05,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48825e0>
CNC(=O)CN(CCN(CCN(CC(=O)O)CC(=O)NC)CC(=O)O)CC(=O)O,1.06,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4882650>
CNC(=O)CN(CCN(CCN(CC(=O)[O-])CC(=O)NC)CC(=O)[O-])CC(=O)[O-],1.06,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48826c0>
CCN(CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)ncnc2c1)CCOP(=O)(O)O,1.12,test,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4882730>
N[C@@]1(C(=O)O)CS(=O)(=O)[C@H]2[C@H](C(=O)O)[C@H]21,1.12,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48827a0>
O=P(O)(O)OC(CO)CO,1.13,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4882810>
O=P([O-])([O-])OC(CO)CO,1.13,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4882880>
O=P(O)(O)OCC(Cl)(Cl)Cl,1.17,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48828f0>
O=P([O-])(O)OCC(Cl)(Cl)Cl,1.17,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48829d0>
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP(=O)([O-])[O-],1.18,test,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4882a40>
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP(=O)(O)O,1.18,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4882ab0>
C[C@H]1C[C@@H]2[C@H]([C@@H](O)C[C@@]3(C)[C@H]2CC[C@]3(O)C(=O)COP(=O)(O)O)[C@@]2(C)C=CC(=O)C=C12,1.18,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4882b20>
C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COP(=O)(O)O,1.18,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4882b90>
C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP(=O)(O)O,1.18,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4882c00>
CCNC(=O)Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@H]2O[C@H](/C=C/c3ccccc3)O[C@H]21,1.18,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4882ce0>
C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COP(=O)([O-])[O-],1.18,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4882d50>
C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP(=O)([O-])[O-],1.18,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4882dc0>
C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COP(=O)([O-])[O-],1.18,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4882e30>
CCNC(=O)Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@H]2O[C@H](/C=C/c3ccccc3)O[C@H]21,1.18,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4882ea0>
O=P(O)(O)C(Cc1ccccn1)P(=O)(O)O,1.19,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4882f10>
O=C([O-])CC(C(=O)[O-])C(P(=O)([O-])O)P(=O)([O-])O,1.2,test,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4882ff0>
N[C@@H](COP(=O)(O)O)C(=O)O,1.2,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4883060>
O=C(O)CC(C(=O)O)C(P(=O)(O)O)P(=O)(O)O,1.2,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48830d0>
COc1cc(-n2cnc3cc(-c4ccc(Cl)cc4)sc3c2=O)ccc1OC[C@H](OP(=O)(O)O)C1CC1,1.21,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48831b0>
Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@@H]1O,1.22,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4883300>
Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@@H]1O,1.22,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4883370>
O=P(O)(O)OC[C@H]1O[C@H](O)[C@@H](O)[C@@H](O)[C@@H]1O,1.22,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48834c0>
Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@@H]1O,1.22,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4883530>
O=P(O)(O)OC[C@H]1O[C@@H](n2cnc3c(S)ncnc32)[C@H](O)[C@@H]1O,1.22,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48835a0>
CC(C)CN(C[C@@H](OP(=O)([O-])[O-])[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1,1.22,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4883610>
Nc1ccn([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@@H]2O)c(=O)n1,1.23,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4883680>
O=C(O)c1c[nH]cn1,1.24,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4883760>
C[C@@H]1O[C@@H]1P(=O)(O)O.NC(CO)(CO)CO,1.25,test,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48837d0>
O=C(O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1,1.25,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4883840>
N[C@@H](Cc1ccc(OP(=O)(O)O)c(O)c1)C(=O)O,1.26,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4883990>
C[C@@H](c1nc(-c2ccc(C#N)cc2)cs1)[C@@](Cn1cncn1)(OCOP(=O)(O)O)c1ccc(F)cc1F,1.26,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4883a00>
O=C(O)/C=C1\CN([C@H](C(=O)O)c2ccccc2Cl)CCC1S,1.26,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4883a70>
Nc1ncnc2c([C@@H]3N[C@H](COP(=O)(O)O)[C@@H](O)[C@H]3O)c[nH]c12,1.26,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4883ae0>
O=P([O-])(O)CP(=O)([O-])O,1.27,test,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4883b50>
O=P(O)(O)CP(=O)(O)O,1.27,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4883bc0>
N[C@H](Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,1.29,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4883ca0>
N[C@@H](Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,1.29,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4883d10>
COc1cc(/C=C\c2ccc(OC)c(OP(=O)(O)O)c2OP(=O)(O)O)cc(OC)c1OC,1.31,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4883d80>
CC1c2ccccc2Cn2cc3c(c21)C(=O)c1cccc(OP(=O)(O)OCc2ccccc2)c1C3=O,1.32,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4883e60>
N[C@@H](Cc1cc(O)c(O)cc1F)C(=O)O,1.32,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4883ed0>
CC(O)C(=O)OP(=O)(O)O,1.32,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4883f40>
Nc1ccn(C[C@@H](CO)OCP(=O)(O)O)c(=O)n1,1.35,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4884190>
C[C@H](Cn1cnc2c(N)ncnc21)OCP(=O)(O)O,1.35,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4884200>
Nc1nc(=S)c2ncn([C@@H]3O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]3O)c2[nH]1,1.35,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4884270>
Nc1ncc2ncn(CC3(OCP(=O)(O)O)CC3)c2n1,1.35,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48842e0>
Cn1nnc(-c2ccc(-c3ccc(N4C[C@H](COP(=O)(O)O)OC4=O)cc3F)cn2)n1,1.35,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4884350>
Nc1ncnc2c1ncn2[C@@H]1O[C@H](OCP(=O)(O)O)C=C1F,1.35,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48843c0>
CC(=O)OP(=O)(O)N(C[C@H]1CN(c2cc(F)c(N3C=CC(=O)CC3)c(F)c2F)C(=O)O1)c1ccon1,1.36,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4884430>
Cc1cc(C2CCCCC2)n(OCOP(=O)(O)O)c(=O)c1,1.38,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4884510>
N[C@H](C(=O)O)[C@@H]1CC(Cl)=NO1,1.39,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4884580>
CCCCCCCCCCCCCCCCOCCCOP(=O)(O)CO[C@H](CO)Cn1ccc(N)nc1=O,1.4,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4884660>
O=C(O[C@H]1CN[C@H](C(=O)O)C1)c1cccs1,1.42,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48846d0>
COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)N(COP(=O)(O)O)C(=O)C(C)(C)O4)n2)cc(OC)c1OC,1.44,test,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4884740>
N[C@@H](CCC(=O)N[C@@H](CSSC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O)C(=O)NCC(=O)O)C(=O)O,1.44,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48847b0>
CC(C)c1cccc(C(C)C)c1OCOP(=O)(O)O,1.44,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4884820>
CC(C)c1cccc(C(C)C)c1OCOP(=O)([O-])[O-],1.44,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4884890>
COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)N(COP(=O)([O-])[O-])C(=O)C(C)(C)O4)n2)cc(OC)c1OC,1.44,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4884900>
CN[C@H](CC(=O)O)C(=O)O,1.46,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48849e0>
N[C@H](C(=O)O)[C@H](O)c1ccc(O)c(O)c1,1.46,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4884ac0>
COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OP(=O)(O)O,1.46,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4884b30>
CC(C)[C@]12O[C@H]1[C@@H]1O[C@]13[C@]1(O[C@H]1C[C@H]1C4=C(CC[C@@]13C)C(=O)OC4)[C@@H]2OCOP(=O)(O)O,1.46,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4884c10>
C/C(=C\Cc1c(C)c(OP(=O)(O)O)c2ccccc2c1OP(=O)(O)O)CCC[C@H](C)CCC[C@H](C)CCCC(C)C,1.47,test,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4884cf0>
Cc1cc(OP(=O)(O)O)c2ccccc2c1OP(=O)(O)O,1.47,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4884d60>
CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](N)C(=O)O)OC(=O)CCCCCCCCCCCCCCCCC,1.47,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4884e40>
Cc1cc(OP(=O)([O-])[O-])c2ccccc2c1OP(=O)([O-])[O-],1.47,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4884eb0>
CN(CCOP(=O)(O)O)C(=N)N,1.48,test,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4884f20>
Cc1cc(N(C)C)ccc1[PH](=O)O,1.48,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4884f90>
O=P(O)(O)Oc1ccc(C(c2ccc(OP(=O)(O)O)cc2)c2ccccn2)cc1,1.48,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4885000>
O=C(O)[C@@H]1C[C@H](CP(=O)(O)O)CCN1,1.49,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4885070>
Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)O)c2cc1C,1.49,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48850e0>
CC/C(=C(/CC)c1ccc(OP(=O)(O)O)cc1)c1ccc(OP(=O)(O)O)cc1,1.49,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4885150>
Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])O)c2cc1C,1.49,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48851c0>
C[C@H](N)C(=O)N[C@@H](C)P(=O)(O)O,1.5,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4885230>
C[C@@H]1C[S+]([O-])C(C)(C)[C@H](C(=O)O)N1,1.5,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48852a0>
N[C@@H](CN(O)N=O)C(=O)O,1.5,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4885310>
NCCCC[C@H](OP(=O)(O)CCCCc1ccccc1)C(=O)N1CCC[C@H]1C(=O)O,1.52,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48853f0>
COc1c(C)cnc(Cn2cc(C#CCCOP(=O)(O)O)c3c(Cl)nc(N)nc32)c1C,1.53,test,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4885460>
COc1cc2c(cc1OC)CN(C(=O)[C@H](C)N[C@@H](CCc1ccccc1)C(=O)O)[C@H](C(=O)O)C2,1.53,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48854d0>
C[C@@](O)(/C=C/[C@H]1CC=CC(=O)O1)[C@@H](C[C@@H](O)/C=C\C=C/C=C/CO)OP(=O)(O)O,1.53,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48855b0>
O=c1[nH]c2cc(C(F)(F)F)c(N3CCOCC3)cc2n(CP(=O)(O)O)c1=O,1.54,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4885690>
CS(=O)(=O)OCCN(CCBr)c1c(C(=O)NCCOP(=O)(O)O)cc([N+](=O)[O-])cc1[N+](=O)[O-],1.54,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4885700>
O=C([O-])c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)[O-])cc(=O)c34)cccc2o1,1.55,test,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4885770>
O=C(O)c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)O)cc(=O)c34)cccc2o1,1.55,test,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48857e0>
CO[C@@]1(NC(=O)CSC[C@@H](N)C(=O)O)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]21,1.55,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4885850>
[N-]=[N+]=CC(=O)OC[C@H](N)C(=O)O,1.55,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48858c0>
CN(CP(=O)(O)O)c1cc([N+](=O)[O-])cc2[nH]c(=O)c(=O)[nH]c12,1.55,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf4885a10>
