smiles,Fu_final,lgFu,Fu_train_test,scaffold
CNC(=O)OC1C=C(C=CC=1)N=CN(C)C,0.885885665,-0.052622326,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1738b0>
CC(=O)Nc1ccc(O)cc1,0.88,-0.055517328,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd173990>
COCCc1ccc(OCC(O)CNC(C)C)cc1,0.88,-0.055517328,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd173a00>
CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C,0.88,-0.055517328,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd173a70>
CN=C(c1cc(F)ccc1CN=C(c1nn2c(c1O)C(=O)N(C[C@@H]2c1ccccc1)C)O)O,0.88,-0.055517328,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd173ae0>
CN=C(c1cc(F)ccc1CN=C(c1nn2c(c1O)C(=O)N(C[C@H]2c1ccccc1)C)O)O,0.88,-0.055517328,test,<rdkit.Chem.rdchem.Mol object at 0x7f52bd173b50>
CN1CCC23C4OC5=C(O)C=CC(CC1C2CCC4=O)=C35,0.87833333,-0.056340637,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd173bc0>
CCC(C)=O,0.87437,-0.058304752,test,<rdkit.Chem.rdchem.Mol object at 0x7f52bd173ca0>
CN(CC(O)=O)NC(=O)CC(N)CC(O)CN,0.873700001,-0.058637664,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd173d10>
C#CC[C@H](n1cccc(c1=O)NC(=O)c1noc(c1)C)C(=N[C@@H](C[C@@H]1CCN=C1O)/C=C/C(=O)OCc1ccccc1)O,0.87,-0.060480747,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd173df0>
CCN(CC)C(=O)C1(CC1CN)C1C=CC=CC=1,0.87,-0.060480747,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd173e60>
C=C1C(CO)C(O)CC1N1C=NC2C(=O)NC(N)=NC1=2,0.87,-0.060480747,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd173f40>
COP(=O)(NC(C)=O)SC,0.868395495,-0.061282438,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd174040>
OC(=O)C1C(C2CCC1O2)C(O)=O,0.867,-0.061980903,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1740b0>
NC1C=CN(C2CSC(CO)O2)C(=O)N=1,0.865,-0.062983893,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd174120>
OCC1(O)CC(NC(CO)CO)C(O)C(O)C1O,0.860000005,-0.065501546,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1742e0>
CC1(C)SC2C(N=CN3CCCCCC3)C(=O)N2C1C(O)=O,0.860000005,-0.065501546,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd174350>
CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12,0.860000003,-0.065501547,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1743c0>
Cc1cccc(C)c1NC(=O)NCCCNC(C)C,0.86,-0.065501549,test,<rdkit.Chem.rdchem.Mol object at 0x7f52bd174430>
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,0.86,-0.065501549,test,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1744a0>
OC(=NCc1ncccc1F)Cn1c(Cl)c[nH]c(=NCC(c2ccccn2)(F)F)c1=O,0.86,-0.065501549,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd174510>
CCOP(=O)(C1=C[C@H]([C@@H]([C@H](C1)NC(=N)N)N=C(O)C)OC(CC)CC)O,0.86,-0.065501549,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd174580>
NC(=O)N=NCC1=CC=C(O1)[N+]([O-])=O,0.856,-0.067526235,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1745f0>
CN1C(=CC(C2C=CC=CC=2)=[N+]1C)C1C=CC=CC=1,0.850909878,-0.070116435,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd174660>
CC1OC(OC2C(CO)OC(OC3C(CO)OC(O)C(O)C3O)C(O)C2O)C(O)C(O)C1NC1C=C(CO)C(O)C(O)C1O,0.85000002,-0.070581064,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1746d0>
CC(C)(C)NCC(O)COC1C=CC=C2NC(=O)CCC=12,0.85000001,-0.070581069,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd174740>
CC(=O)OCC(CCn1cnc2cnc(N)nc21)COC(C)=O,0.85000001,-0.070581069,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd174820>
CCCNC1CC2SC(N)=NC=2CC1,0.85000001,-0.070581069,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd174900>
Cn1nnc2c(C(N)=O)ncn2c1=O,0.85000001,-0.070581069,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd174970>
CC1(C)OC2C3OC(C)(C)OC3COC2(COS(N)(=O)=O)O1,0.85000001,-0.070581069,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1749e0>
CC1=NC=C(N1CC(O)CCl)[N+]([O-])=O,0.85000001,-0.070581069,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd174a50>
COCCOC1C(=CC(CC2=CN=C(N)N=C2N)=CC=1OC)OC,0.85000001,-0.070581069,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd174ac0>
CC(=O)OC1C(O)CC(OC1C)OC1C(O)CC(OC1C)OC1C(O)CC(OC2CCC3(C)C4CC(O)C5(C)C(CCC5(O)C4CCC3C2)C2COC(=O)C=2)OC1C,0.85000001,-0.070581069,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd174b30>
CNC(C)CC1C=CC=CC=1,0.850000005,-0.070581072,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd174ba0>
O=C(O)P(=O)(O)O,0.85,-0.070581074,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd174c10>
COc1ccc(OC)c(C(O)C(C)N)c1,0.85,-0.070581074,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd174c80>
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,0.85,-0.070581074,test,<rdkit.Chem.rdchem.Mol object at 0x7f52bd174cf0>
CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1,0.85,-0.070581074,test,<rdkit.Chem.rdchem.Mol object at 0x7f52bd174d60>
C[C@](N)(Cc1ccc(O)c(O)c1)C(=O)O,0.85,-0.070581074,test,<rdkit.Chem.rdchem.Mol object at 0x7f52bd174dd0>
N#Cc1cc(C)c(c(n1)C)C(=NCC[C@H](N1CCC(CC1)N(C(=O)CC1CCOCC1)Cc1ccsc1)C)O,0.85,-0.070581074,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd174e40>
O=c1[nH]c2cc(Cl)ccc2o1,0.845,-0.073143291,test,<rdkit.Chem.rdchem.Mol object at 0x7f52bd174eb0>
CC(=CC(=O)N(C)C)OP(=O)(OC)OC,0.84289167,-0.074228238,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd174f20>
S=c1[nH]cnc2[nH]cnc12,0.841249998,-0.075074924,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd175000>
CCCc1cc(I)cc(c1O)CNCCCN(C)C,0.841,-0.075204004,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd175070>
CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC,0.84,-0.075720714,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1750e0>
COc1c(N2C[C@@H](C)C[C@H](N)C2)ccc2c(=O)c(C(=O)O)cn(C3CC3)c12,0.84,-0.075720714,test,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1751c0>
CN[C@@H]1CCN(C1)c1cc(NCC2CC2)[nH]c(=N)n1,0.84,-0.075720714,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd175230>
O/N=C(\c1[nH]sc(=N)n1)/C(=N[C@@H]1C(=O)N2[C@@H]1SCC(=C2C(=O)O)/C=C/1\CCN(C1=O)[C@@H]1CCN(C1)C(=O)OCc1oc(=O)oc1C)O,0.84,-0.075720714,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1752a0>
NC(=N)NC(=N)NCCC1C=CC=CC=1,0.839999985,-0.075720722,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd175310>
CN(C)CCCOc1nn(Cc2ccccc2)c2ccccc12,0.83333333,-0.079181248,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1753f0>
CCCCOCCO,0.83316,-0.079271589,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd175460>
N[C@H]1CN(C[C@@H]1N1CC(F)(F)CCC1=O)c1ncnc(n1)N1CCC(C1)(F)F,0.83,-0.080921908,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1754d0>
CN1COCN(CC2=CN=C(Cl)S2)C1=N[N+]([O-])=O,0.829094334,-0.081396053,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd175540>
COC1C=CC2CN(C)CCC3=CC(O)CC4OC=1C=2C34,0.828749995,-0.081576461,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1755b0>
N=C(N)Nc1nc(CSCCC(=N)NS(N)(=O)=O)cs1,0.825,-0.083546051,test,<rdkit.Chem.rdchem.Mol object at 0x7f52bd175620>
CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,0.825,-0.083546051,test,<rdkit.Chem.rdchem.Mol object at 0x7f52bd175690>
CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1,0.823811465,-0.084172168,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd175770>
CC(C)C(N)C(=O)OCCOCN1C=NC2=C1N=C(N)NC2=O,0.819999995,-0.08618615,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd175930>
NC(CC1C=C(O)C(O)=CC=1)C(O)=O,0.819166667,-0.086627728,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1759a0>
NC1=NC(F)=NC2=C1N=CN2C1OC(CO)C(O)C1O,0.819166667,-0.086627728,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd175a10>
COc1cccc(C2(O)CCCCC2CN(C)C)c1,0.818333329,-0.087069761,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd175a80>
COC1=CC=C2CC3C4CCC(=O)C5OC1=C2C45CCN3C,0.81,-0.091514981,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd175c40>
N[C@@H]1CCN(C1)c1cc([nH]c(=N)n1)C(C)C,0.81,-0.091514981,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd175cb0>
O=C(C1CC21CCN(CC2)C1CCCCC1)N1CCN(CC1)C1CCCCC1,0.81,-0.091514981,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd175d20>
OC(=NCc1ccc(=N)[nH]c1C)Cn1c(C)cc(c(c1=O)N)S(=O)(=O)c1ccccc1,0.81,-0.091514981,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd175d90>
CCC(C)(C)OC,0.80973,-0.09165977,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd175e00>
Nc1nc2[nH]cnc2c(=S)[nH]1,0.804,-0.094743951,test,<rdkit.Chem.rdchem.Mol object at 0x7f52bd175e70>
OC(=O)CCCCC1SCC2NC(=O)NC21,0.800000005,-0.09691001,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd175f50>
NC1CONC1=O,0.800000005,-0.09691001,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd175fc0>
CC(C)[N+]1(C)C2CC(CC1CC2)OC(=O)C(CO)C1C=CC=CC=1,0.800000005,-0.09691001,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd176110>
CCC1(c2ccccc2)C(=O)NCNC1=O,0.800000005,-0.09691001,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd176180>
CC(=O)OCC1CSC2C(NC(=O)CC#N)C(=O)N2C=1C(O)=O,0.800000005,-0.09691001,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1761f0>
[O-]C(=O)C1=C(CSC2C(NC(=O)CC3=CC=CS3)C(=O)N12)C[N+]1C=CC=CC=1,0.800000003,-0.096910012,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd176260>
Cc1ncc([N+](=O)[O-])n1CCO,0.8,-0.096910013,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1763b0>
Cc1ccccc1C(OCCN(C)C)c1ccccc1,0.8,-0.096910013,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd176420>
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,0.8,-0.096910013,test,<rdkit.Chem.rdchem.Mol object at 0x7f52bd176500>
c1cnc2cc3c(cc2n1)C1CNCC3C1,0.8,-0.096910013,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd176570>
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3(C)CCCC3)CS[C@H]12)c1csc(N)n1,0.8,-0.096910013,test,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1765e0>
COc1ccc(NC(=O)c2ccc(C(=N)N(C)C)cc2)c(C(=O)Nc2ccc(Cl)cn2)c1,0.8,-0.096910013,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1766c0>
O=C(N1CCC(C1)(F)F)[C@H]1NC[C@H](C1)N1CCN(CC1)c1ncccn1,0.8,-0.096910013,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd176730>
C[C@@H]1CCCN1CCCOc1ccc(cc1)C(=O)CN1CCOCC1,0.8,-0.096910013,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1767a0>
CC(CC1(CCCN1)C(=O)c1ccc2c(c1)c[nH]n2)C,0.8,-0.096910013,test,<rdkit.Chem.rdchem.Mol object at 0x7f52bd176810>
C[C@@H]1CCCN1CCCOc1ccc(cc1)c1cnnc(c1)O,0.8,-0.096910013,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd176880>
Clc1cc(C)c(c(n1)C)C(=NCC[C@H](N1CCC(CC1)N(C(=O)CC1CCOCC1)Cc1ccsc1)C)O,0.8,-0.096910013,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1768f0>
OC12CCC(=O)C3OC4C5=C(CC1N(CC1CC1)CCC253)C=CC=4O,0.793333335,-0.100544297,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd176960>
CNC(=O)ON=C(SC)C(=O)N(C)C,0.792429497,-0.101039367,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1769d0>
COC1N=C(N)N=C2C=1N=CN2C1OC(CO)C(O)C1O,0.791666669,-0.10145764,test,<rdkit.Chem.rdchem.Mol object at 0x7f52bd176a40>
OC1C=C(C=CC=1O)C(O)=O,0.79150001,-0.101549075,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd176ab0>
COc1ccc(cc1)N(C1CCN(CC1)[C@@H](CCN=C(c1c(C)ncnc1C)O)C)Cc1cnccc1C,0.79,-0.102372909,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd176b20>
CO[C@@H]1COCC[C@@H]1N[C@@H]1CC[C@](C1)(C(C)C)C(=O)N1CCN(CC1)c1nncc(c1)C(F)(F)F,0.79,-0.102372909,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd176b90>
Nc1nc2c(ncn2COCCO)c(=O)[nH]1,0.79,-0.102372909,test,<rdkit.Chem.rdchem.Mol object at 0x7f52bd176c00>
OCC(O)C1OC(=O)C(=O)C1O,0.789430178,-0.102686276,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd176c70>
CC1C=C(C)N=C(N=1)SCC(N)=O,0.787899999,-0.1035289,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd176ce0>
N=C(NC1C=CC=CC=1)NC1C=CC=CC=1,0.784429,-0.105446359,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd176d50>
COC1C=CC(=CC=1C(O)CN)OC,0.7801,-0.107849722,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd176dc0>
CC(C(=O)OC1CC[N+](C)(C)CC1)(C1C=CC=CC=1)N1CCCCC1,0.7801,-0.107849722,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd176e30>
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(C)CS[C@H]12)c1csc(N)n1,0.78,-0.107905397,test,<rdkit.Chem.rdchem.Mol object at 0x7f52bd176ea0>
OC(=NCc1ccc(=N)[nH]c1C)Cn1c(C)cc(c(c1=O)N)S(=O)(=O)Cc1ccccc1,0.78,-0.107905397,test,<rdkit.Chem.rdchem.Mol object at 0x7f52bd176f10>
O=C1CCc2c1ccc(c2)c1cccnc1,0.78,-0.107905397,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd176f80>
O=P(O)(O)C(O)(Cn1ccnc1)P(=O)(O)O,0.779999993,-0.107905401,test,<rdkit.Chem.rdchem.Mol object at 0x7f52bd176ff0>
COC1(C)CC(OC2C(C)C(OC3OC(C)CC(C3O)N(C)C)C(C)(O)CC(C)C(N)C(C)C(O)C(C)(O)C(CC)OC(=O)C2C)OC(C)C1O,0.779999985,-0.107905406,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd177060>
Fc1cnc2c3c1[C@](O)(CN1CCC(CC1)NCc1ncc4c(c1)OCCO4)Cn3c(=O)cc2,0.778,-0.109020403,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1770d0>
O=C([C@](c1ccccc1)(N1CCCCC1)C)O[C@H]1C[N+]2(CCCc3cncnc3)CCC1CC2,0.776,-0.110138279,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd177140>
C1C(N=C2SCCN21)C1C=CC=CC=1,0.775,-0.110698297,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1771b0>
C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,0.775,-0.110698297,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd177220>
CCNCC(O)c1cccc(O)c1,0.77,-0.113509275,test,<rdkit.Chem.rdchem.Mol object at 0x7f52bd177370>
O=C(NCCN1CCOCC1)c1ccc(Cl)cc1,0.77,-0.113509275,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1773e0>
OC(=NCc1ccc(=N)[nH]c1C)Cn1c(C)cc(c(c1=O)N)S(=O)(=O)NCC1CCC1,0.77,-0.113509275,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1774c0>
OCC(COC(=O)C(c1ccc(cc1)CC(C)C)C)O,0.77,-0.113509275,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1775a0>
NC(=O)OCC(COC(N)=O)c1ccccc1,0.76999999,-0.11350928,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd177610>
CC1(CN2C=CN=N2)C(C(O)=O)N2C(CC2=O)S1(=O)=O,0.76999999,-0.11350928,test,<rdkit.Chem.rdchem.Mol object at 0x7f52bd177680>
c1ccc(CC2=NCCN2)cc1,0.76999999,-0.11350928,test,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1776f0>
NC(=O)C1C=C[N+](CC2CSC3C(NC(=O)C(C4C=CC=CC=4)S(O)(=O)=O)C(=O)N3C=2C([O-])=O)=CC=1,0.76999999,-0.11350928,test,<rdkit.Chem.rdchem.Mol object at 0x7f52bd177760>
CC1C(=O)N(N=CC=1C(F)(F)F)C1C=C(OCC(=O)OCC)C(Cl)=CC=1F,0.769,-0.11407366,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1777d0>
Cc1nccc(c1)CCC[N+]12CCC(CC1)[C@H](C2)OC(=O)[C@](c1ccccc1)(N1CCCCC1)C,0.769,-0.11407366,test,<rdkit.Chem.rdchem.Mol object at 0x7f52bd177840>
NC/C=C\CN(C[C@H]1O[C@H]([C@@H]([C@@H]1O)F)n1cnc2c1ncnc2N)C,0.767,-0.115204636,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1778b0>
NC1=CC=C(C=C1)C(O)=O,0.766,-0.11577123,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd177920>
O=P(O)(O)C(O)(Cc1cccnc1)P(=O)(O)O,0.76,-0.119186408,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd177a70>
O=C1CCc2c(C1)ccc(c2)c1cccnc1,0.76,-0.119186408,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd177ae0>
COC(=O)CN=C(C(c1ccc(cc1)CC(C)C)C)O,0.76,-0.119186408,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd177b50>
[O-][N+](=O)OC1COC2C1OCC2O[N+]([O-])=O,0.756666664,-0.121095399,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd177c30>
COC(=O)C(c1ccccc1)C1CCCCN1,0.754499999,-0.122340757,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd177d10>
NC1N=C(N)N=C2N=CC(CNC3C=CC(=CC=3)C(=O)NC(CCC(O)=O)C(O)=O)=NC=12,0.75,-0.124938737,test,<rdkit.Chem.rdchem.Mol object at 0x7f52bd177d80>
CC(=O)C1C=C(C=CC=1OCC(O)CNC(C)(C)C)NC(=O)N(CC)CC,0.75,-0.124938737,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd177e60>
CCOC(=O)C(CCC1C=CC=CC=1)NC1CCCN2CCCC(C(O)=O)N2C1=O,0.75,-0.124938737,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd177ed0>
NC(C1C=CC=CC=1)C(=O)NC1C2CCC(Cl)=C(C(O)=O)N2C1=O,0.75,-0.124938737,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd177f40>
CNS(=O)(=O)CCc1ccc2[nH]cc(C3CCN(C)CC3)c2c1,0.75,-0.124938737,test,<rdkit.Chem.rdchem.Mol object at 0x7f52bd178040>
O=C(NCCO[N+](=O)[O-])c1cccnc1,0.75,-0.124938737,test,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1780b0>
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21,0.75,-0.124938737,test,<rdkit.Chem.rdchem.Mol object at 0x7f52bd178120>
CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12,0.75,-0.124938737,test,<rdkit.Chem.rdchem.Mol object at 0x7f52bd178190>
NC(=O)C1CSSCCC(=O)NC(CCCCN=C(N)N)C(=O)NCC(=O)NC(CC(=O)O)C(=O)NC(Cc2c[nH]c3ccccc23)C(=O)N2CCCC2C(=O)N1,0.75,-0.124938737,test,<rdkit.Chem.rdchem.Mol object at 0x7f52bd178200>
CC(=O)OC1CC(OC(C)C1O)OC1C(O)CC(OC1C)OC1C(O)CC(OC2CCC3(C)C4CC(O)C5(C)C(CCC5(O)C4CCC3C2)C2COC(=O)C=2)OC1C,0.75,-0.124938737,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd178270>
COCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OC)c3csc(N)n3)[C@H]2SC1,0.75,-0.124938737,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1782e0>
CON=C(N(C1CCN(CC1)[C@@H](CCN=C(c1c(C)cc(nc1Cl)C#N)O)C)Cc1cscc1)O,0.75,-0.124938737,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1783c0>
CC1N=C(N)N=C(N)N1C1C=CC(Cl)=CC=1,0.746899999,-0.126737541,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd178430>
OC1=CC(O)=CC=C1,0.744792055,-0.127964965,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1784a0>
CCC(C)C1(CC)C(=O)NC(=O)NC1=O,0.740000005,-0.130768277,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd178510>
CC1C=C(OCCN(C)C)C(=CC=1OC(C)=O)C(C)C,0.740000005,-0.130768277,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd178580>
CC(C)(C)NCC(O)c1cc(O)cc(O)c1,0.74,-0.13076828,test,<rdkit.Chem.rdchem.Mol object at 0x7f52bd178660>
C[C@@H]1CCCN1CCCOc1ccc(cc1)C1=NN=C(C(C1)(C)C)O,0.74,-0.13076828,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1786d0>
CC1C=CC=C(C)C=1N(C(C)C(=O)OC)C(=O)COC,0.730760002,-0.136225232,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd178740>
CCC1(c2cccc(O)c2)CCCCN(C)C1,0.730000005,-0.136677137,test,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1787b0>
CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(CCF)c3c2F)CC1,0.73,-0.13667714,test,<rdkit.Chem.rdchem.Mol object at 0x7f52bd178820>
COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,0.73,-0.13667714,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd178890>
COc1cc(cc(c1O)N(=O)=O)C(P(=O)(CC[C@@H](C(=O)O)N)O)O,0.73,-0.13667714,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd178900>
C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O,0.725,-0.139661993,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd178970>
N=c1nc(N2CCNCC2)c2c([nH]1)c1ccccc1C2,0.72,-0.142667504,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd178a50>
CCCCNC(=O)OCC#CI,0.719,-0.14327111,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd178ac0>
CON=C(C1=CSC(N)=N1)C(=O)NC1C2SCC=C(C(O)=O)N2C1=O,0.718333339,-0.143673977,test,<rdkit.Chem.rdchem.Mol object at 0x7f52bd178b30>
CCn1cc(C(=O)O)c(=O)c2c1c(F)c(N1CCNC(C1)C)c(c2)F,0.716,-0.145086978,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd178ba0>
CC(=NOC(=O)NC)SC,0.716,-0.145086978,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd178c10>
OC1C=CC=CC=1,0.715048065,-0.145664764,test,<rdkit.Chem.rdchem.Mol object at 0x7f52bd178c80>
CCCNC(C)C(=O)Nc1ccccc1C,0.715,-0.145693958,test,<rdkit.Chem.rdchem.Mol object at 0x7f52bd178cf0>
CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1,0.71,-0.148741651,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd178dd0>
OC(=NCc1ccc(=N)[nH]c1C)Cn1c(C)cc(c(c1=O)N)S(=O)(=O)CC1CCCC1,0.71,-0.148741651,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd178e40>
CC(C)OC(=O)OC(C)OC(=O)C1=C(CSC2C(NC(=O)C(=NOC)C3=CSC(N)=N3)C(=O)N12)COC,0.70999999,-0.148741657,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd178eb0>
O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,0.7,-0.15490196,test,<rdkit.Chem.rdchem.Mol object at 0x7f52bd179070>
