smiles,LogD,scaffold
Cc1c(Cl)cccc1S(=O)(=O)Nc1nc(CC(=O)N2CCN(C)CC2)cs1,0.57,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f3370>
CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1,1.06,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f3450>
NC1(C(=O)NC(c2ccccc2)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,4.1,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f34c0>
Oc1ccc(-c2cnc3ccccc3n2)cc1,3.3,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f3530>
CC(=O)Nc1ccc2cnn(-c3cc(NC4CC4)n4ncc(C#N)c4n3)c2c1,3.44,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f3610>
O=C1CCC(=O)N1C(CCc1ccncc1)COc1ccc(-c2cccc([N+](=O)[O-])c2)cc1,3.88,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f3680>
O=C(Nc1ccc(N2CCOCC2)cc1)c1nnc(NC(=O)C2(c3ccc(Cl)cc3)CCCC2)o1,3.72,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f36f0>
COc1cc(OC)c(S(=O)(=O)N2c3ccccc3CCC2C)cc1NC(=O)CSCC(=O)O,-1.18,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f3760>
COc1cc(OC)c(S(=O)(=O)N2c3ccccc3CCC2C)cc1NC(=O)COC(C)=O,2.07,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f37d0>
COc1cc(OC)c(S(=O)(=O)N2c3ccccc3CCC2C)cc1NC(C)=O,1.97,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f38b0>
COc1cc(OC)c(S(=O)(=O)N2c3ccccc3CCC2C)cc1NC(=S)NCC(=O)O,-1.04,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f3920>
COc1cc(OC)c(S(=O)(=O)N2c3ccccc3CCC2C)cc1NC(=O)NCC(=O)O,-1.02,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f3990>
COc1cc(OC)c(S(=O)(=O)N2c3ccccc3CCC2C)cc1NC(=O)CCC(=O)O,-0.87,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f3a00>
COc1cc2ncnc(Nc3cc(NC(=O)c4ccnc(N5CCOCC5)c4)ccc3C)c2cc1OCCN1CCCCC1,3.35,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f3a70>
O=C(O)CO[C@@H]1c2ccccc2C[C@H]1NC(=O)c1cc2sc(Cl)c(Cl)c2[nH]1,1.38,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f3b50>
O=C(O)C[C@@H]1c2ccccc2C[C@H]1NC(=O)c1cc2sc(Cl)c(Cl)c2[nH]1,2.53,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f3ca0>
N=C(NCc1ccc(Cl)cc1)SCCCc1c[nH]cn1,1.13,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f3d10>
CC(=O)Nc1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,2.91,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f3df0>
Cc1ccc2c(N)c(C#N)sc2n1,2.23,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f3e60>
CCc1c(C)nc2sc(C(N)=O)c(N)c2c1C,2.62,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f3ed0>
CN(C)c1ccnc2sc(C(N)=O)c(N)c12,1.7,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f3f40>
N#Cc1cnn2c(N)cc(-c3cccs3)nc12,2.3,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f4040>
CCN(CC)C(=O)c1ccc(C(=C2CCNCC2)c2ccccc2)cc1,1.2,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f4120>
CCN(CC)C(=O)c1ccc(C(=C2CCNCC2)c2ccc(Cl)c(Cl)c2)cc1,2.4,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f4190>
CCN(CC)C(=O)c1ccc(C(=C2CCNCC2)c2ccccc2OC)cc1,1.0,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f4200>
CCN(CC)C(=O)c1ccc(C(=C2CCNCC2)c2cccc(C(F)(F)F)c2)cc1,1.9,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f4270>
Cc1cc(NCc2ccccc2)nc2ccccc12,3.69,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f42e0>
COc1cc2ncnc(NCc3cccc(C)c3)c2cc1OC,3.5,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f43c0>
CC(Nc1ncnc2ccccc12)c1ccccc1,3.4,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f44a0>
CC[C@H](CO)Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1,3.63,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f4580>
FC(F)(F)c1cc(CO[C@H]2CCCN[C@H]2c2ccccc2)cc(C(F)(F)F)c1,3.6,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f45f0>
Cc1ccc(S(=O)(=O)Nc2c(C(=O)N[C@H](C)C(C)(C)C)c(C)nn2-c2ccccc2)cc1,1.2,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f4660>
Cc1ccc(S(=O)(=O)Nc2c(C(=O)NCC(C)(C)C)c(C)nn2-c2ccccc2)cc1,1.46,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f46d0>
CCC(CC)NC(=O)c1c(C)nn(-c2ccccc2)c1NS(=O)(=O)c1ccc(C)cc1,1.35,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f4740>
Cc1nn(-c2ccc(F)cc2)c(NS(=O)(=O)c2ccc(C#N)cc2)c1C(=O)N[C@@H](C)C(C)(C)C,0.45,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f47b0>
Cc1ccc(S(=O)(=O)Nc2c(C(=O)N[C@@H](C)C(C)(C)C)c(C)nn2-c2ccccc2)cc1,1.44,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f4890>
Cc1ccc(S(=O)(=O)Nc2c(C(=O)N[C@@H](C)C(C)(C)C)c(C(F)(F)F)nn2-c2ccccc2)cc1,2.35,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f4900>
CCC(CC)NC(=O)c1cnn(-c2ccccc2)c1NS(=O)(=O)c1ccc(C)cc1,0.79,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f4970>
Cc1nn(-c2ccc(F)cc2)c(NS(=O)(=O)c2ccc(C(F)(F)F)cc2)c1C(=O)N[C@@H](C)C(C)(C)C,2.35,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f49e0>
CCC(C)NC(=O)c1c(C)nn(-c2ccccc2)c1NS(=O)(=O)c1ccc(C)cc1,0.66,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f4a50>
Cc1ccc(S(=O)(=O)Nc2c(C(=O)NC(C)C)c(C)nn2-c2ccccc2)cc1,0.46,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f4ac0>
CNC(=O)c1cnn(-c2ccccc2)c1NS(=O)(=O)c1ccc(C)cc1,-0.54,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f4b30>
CCC(CC)NC(=O)c1cnn(-c2ccccc2Cl)c1NS(=O)(=O)c1ccc(C)cc1,0.65,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f4ba0>
COc1ccc2nc(N[C@H]3CCC[C@H](NCc4ccsc4)C3)cc(C)c2c1,2.41,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f4c10>
COc1ccc2nc(N[C@H]3CCC[C@H](NCc4ccsc4)C3)ccc2c1,2.43,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f4c80>
COc1ccc2c(C)cc(N[C@H]3CCC[C@H](NCc4ccsc4)C3)nc2c1,2.46,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f4cf0>
COc1cccc(NC(=O)CC23CC4CC(CC(C4)C2)C3)c1C,4.21,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f4dd0>
CCCc1c(OCc2cccc(NC(=O)c3ccccc3C(=O)O)c2)ccc(C(C)=O)c1O,1.9,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f4e40>
CN(C)CCC[C@@]1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,1.48,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f4eb0>
CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,1.56,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f4f20>
O=c1[nH]c([C@@H]2CCCN2)nc2c1oc1ccc(Br)cc12,2.19,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f5070>
O=c1[nH]c([C@@H]2CCCN2)nc2c1oc1ccc(Cl)cc12,2.01,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f50e0>
CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(S(=O)(=O)Cc2ccccc2)C1)C(C)(C)C,0.78,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f5150>
CCN(CC)C(=O)c1ccc(C(=C2CCN(Cc3ccc(F)cc3)CC2)c2cccc3cccnc23)cc1,3.86,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f51c0>
CO[C@H]1CC[C@]2(CC1)Cc1ccc(OCC(C)C)cc1C21N=C(C)C(N)=N1,3.4,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f5230>
CC1(C)CCC(c2ccc(Cl)cc2)=C(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(N[C@H](CCN5CCOCC5)CSc5ccccc5)c(S(=O)(=O)C(F)(F)F)c4)cc3)CC2)C1,0.64,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f52a0>
CSCCC(NC(=O)c1ccccc1)c1nc2ccccc2n1Cc1ccc(C#N)cc1,4.24,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f5310>
Cc1cc(C)cc(-c2nnc(SCC(=O)N3CCN(C(=O)c4ccco4)CC3)o2)c1,3.0,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f5380>
CC(N)Cc1c[nH]c2ccc(OCc3cccs3)cc12,0.48,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f53f0>
N#Cc1nc(NC2CCOC2)c(N)c(N2CCOCC2)n1,1.6,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f5460>
CC(C)[C@H]1C(=O)N[C@H](CO)Cc2ccccc2N1C,2.03,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f54d0>
Cc1c(-c2ccccc2F)c(=O)n(C[C@H](N)c2ccccc2)c(=O)n1Cc1c(F)cccc1F,2.76,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f55b0>
CCOC(=O)c1ccc(OCCC2CN(c3ccc(C)nn3)CCO2)cc1,2.7,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f5620>
NS(=O)(=O)c1ccc(Nc2nccc(-c3ccccc3)n2)cc1,2.86,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f5690>
Cc1[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c(C)c1C(=O)NC[C@H](O)CN1CCOCC1,2.22,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f5700>
CC(C)N(c1nnc(N)s1)C(C)C,1.49,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f5770>
Cc1nnc(N)s1,-0.4,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f57e0>
CC(=O)Nc1nnc(S(N)(=O)=O)s1,-0.78,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f5850>
NC1(C(=O)NC(CCCN2CCCC2)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,1.3,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f58c0>
CC(=O)NC[C@H]1CN(c2ccc(N3CCN(c4cnccn4)CC3)c(F)c2)C(=O)O1,1.49,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f5930>
Cc1cc(S(=O)(=O)Nc2nc(Nc3ccc(Cl)cc3)n[nH]2)c(S)cc1Cl,2.09,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f59a0>
Fc1cccc(COc2ccc(Nc3ncnc4ccc(-c5cccc(N6CCOCC6)c5)cc34)cc2Cl)c1,3.2,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f5a80>
Cc1cc(N)c2cc(NC(=O)CC(=O)Nc3ccc4nc(C)cc(N)c4c3)ccc2n1,1.35,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f5af0>
Cc1ccc(-c2cccc(-c3nn[nH]n3)c2)cc1,1.3,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f5c40>
CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1,-0.49,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f5d20>
CC(C)(N)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](Cc1c[nH]c2ccccc12)NC=O,1.0,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f5e00>
CCCCNc1nc(SCCC)nc2c1nnn2[C@@H]1C[C@H](CO)[C@@H](O)[C@H]1O,3.07,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f5e70>
CN(C)N(C)C(=O)[C@@]1(Cc2ccccc2)CCCN(C(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)C(C)(C)N)C1,2.1,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f5ee0>
Clc1ccc(-c2c[nH]nn2)cc1,2.97,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f5f50>
Cc1ccc(-c2c[nH]nn2)cc1,2.58,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f5fc0>
O=c1[nH]c2c(O)ccc([C@@H](O)CNCCCOCCNCCc3cccc(Cl)c3)c2s1,-0.03,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f6030>
O=S(=O)(Nc1ncns1)c1cc(F)c(Oc2ccc(Cl)cc2-c2ccnn2C2CNC2)cc1F,1.0,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f6110>
Cc1ccc(NC(=O)c2cscn2)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O,2.06,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f6180>
O=C1CCCc2nc(C#Cc3ccccc3)ccc21,3.53,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f62d0>
CN(C(=O)NCc1ccccc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,3.4,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f6340>
CCN(C(=O)NCc1ccc(F)cc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,3.9,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f6420>
CCN(C(=O)NCc1ccccc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,4.0,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f6490>
CCN(C(=O)NCc1c(F)cccc1F)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,4.3,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f6500>
CCN(C(=O)NCc1ccc(S(C)(=O)=O)cc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,2.86,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f6570>
COc1ccc(Cn2c(=O)[nH]c3c(=O)n(CC(=O)NC(C(=O)C(F)(F)F)C(C)C)c(-c4ccccc4)cc3c2=O)cc1,2.93,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f65e0>
Nc1ccccc1NC(=O)c1ccc(CNc2nccc(-c3cccnc3)n2)cc1,2.28,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f6650>
NC1(c2ccc(-c3nc4ccn5c(=O)[nH]nc5c4cc3-c3ccccc3)cc2)CCC1,2.5,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f66c0>
CS(=O)(=O)Cc1cc(N2CCOCC2)nc(-c2ccc(NS(C)(=O)=O)cc2)n1,0.85,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f6730>
CSCc1cc(N2CCOCC2)nc(-c2ccccc2)n1,3.26,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f6810>
CS(=O)(=O)Cc1cc(N2CCOCC2)nc(-c2ccccc2)n1,1.94,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f6880>
CCN1CCC[C@H](CN2CCN(C(=O)Nc3ccc(Cl)c(Cl)c3)CC2)C1,1.86,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f69d0>
CCN1CCC[C@@H](CN2CCN(C(=O)Nc3ccc(Cl)c(Cl)c3)CC2)C1,1.94,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f6a40>
Cc1c(Oc2ccc(S(C)(=O)=O)cc2F)ncnc1OC1CCN(C(=O)OC(C)C)CC1,3.7,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f6b90>
Fc1cc(-c2cccc3ncc(-c4cnn(C5CCNCC5)c4)nc23)cc(F)c1CN1CCOCC1,1.86,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f6c00>
CCOC(=O)C(CCc1ccccc1)NC1CCc2ccccc2N(CC(=O)O)C1=O,-0.2,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f6c70>
Oc1ccc(C2=Cc3ccc(O)cc3OC2)cc1,3.8,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f6ce0>
CC(C)(C)Cn1c(CN2C(=O)CC3(CCNCC3)C2=O)cc2cnc(C#N)nc21,0.75,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f6d50>
COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(OC)n1,0.2,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f6e30>
COc1ncnc(NS(=O)(=O)c2ccc(N)cc2)c1OC,-0.73,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f6ea0>
Cc1ccc2c(c1)c([S+]([O-])c1ccc(Cl)cc1)c(C)n2CC(=O)O,0.05,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f6f10>
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCN1CCCC1,3.28,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f6f80>
CC(c1ccsc1)n1[nH]c(=O)c2[nH]c3cc(Cl)ccc3c(=O)c2c1=O,0.9,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f6ff0>
O=c1[nH]n(Cc2ccsc2)c(=O)c2c(=O)c3ccc(Cl)cc3[nH]c12,1.11,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f7060>
Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,2.54,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f70d0>
Cc1cc2[nH]c(=O)c(O)cc(=O)c2cc1C,1.99,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f7140>
O=c1ccc(=O)c2ccccc2[nH]1,1.02,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f71b0>
CS(=O)(=O)N1CCc2c(-c3cnc(N)nc3)nc(N3CCOCC3)nc21,1.2,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f7220>
Cc1nn(C)c2cc(N3CCN(C(=O)[C@@H]4CCCC[C@H]4C(=O)NC4(C#N)CC4)[C@H](C)C3)ccc12,2.7,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f7290>
O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3ccc(CNCCc4c(Cl)cccc4Cl)cc3)c2s1,2.3,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f7300>
O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3ccc(CNCCc4ccccc4)cc3)c2s1,1.11,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f7370>
COc1ccccc1CCNCc1ccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)cc1,0.8,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f73e0>
O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3ccc(CNCCc4ccccc4F)cc3)c2s1,1.3,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f7450>
Cc1nc(CSc2nc(N[C@H](C)CO)c3sc(N)nc3n2)cs1,1.73,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f74c0>
COc1cc2c(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)ncnc2cc1OCCCN1CCCCC1,2.6,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f7530>
O=S(=O)(Nc1nc(-c2sccc2Cl)cs1)c1cc(Cl)ccc1Cl,2.11,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f75a0>
COc1ccc(C(=O)N2CCCC2=O)cc1,0.93,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f7610>
CC(=O)NC[C@H]1CN(c2ccc(N3CCN(c4ccc(C#N)cn4)CC3)c(F)c2)C(=O)O1,1.98,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f7680>
CC(C)n1c(=O)n(C)c(=O)c2c(C(=O)N3CCS(=O)(=O)C3)c(Cc3ccccc3C(F)(F)F)sc21,2.55,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f76f0>
O=C(NC1CC1)c1cc(-c2cccs2)on1,2.54,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f7760>
CN1CCc2c1nc1ccccc1c2NC(=O)Cc1ccccc1,2.8,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f77d0>
Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)cc1,4.49,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f7840>
CN1CCN([C@H]2C[C@@H](c3nc(-c4ccc5ccc(-c6ccccc6)nc5c4)c4c(N)nccn43)C2)CC1,3.2,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f7920>
O=C(O)CCC(=O)N1CCC(c2nc(-c3cccs3)no2)CC1,-1.27,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f7990>
O=C(Nc1ccccc1)N1CCOCC1,1.0,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f7a70>
CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(CCc2ccccc2)C1)C(C)(C)C,1.46,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f7ae0>
CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(CCc2ccc(OC)cc2)C1)C(C)(C)C,1.45,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f7b50>
CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(CCc2cccc(OC)c2)C1)C(C)(C)C,1.47,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f7bc0>
CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(CCc2ccc(O)cc2)C1)C(C)(C)C,0.77,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f7c30>
CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(CCc2ccc(C)cc2)C1)C(C)(C)C,2.05,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f7ca0>
CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(CCc2ccc(Br)cc2)C1)C(C)(C)C,2.92,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f7d10>
CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(CCc2ccc(F)cc2)C1)C(C)(C)C,3.12,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f7d80>
CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(CCc2ccccc2OC)C1)C(C)(C)C,1.61,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f7df0>
CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(CCc2ccc([N+](=O)[O-])cc2)C1)C(C)(C)C,1.54,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f7e60>
CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(CCc2ccc(C(F)(F)F)cc2)C1)C(C)(C)C,2.85,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f7ed0>
NCCCC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,1.5,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f7f40>
OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,3.6,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f8040>
OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,3.8,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f80b0>
CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,3.92,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f8120>
CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,4.31,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f8190>
NC1(c2ccc(-c3nn4ccccc4c3-c3ccccc3)cc2)CCC1,3.2,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f8200>
NC(=O)Nc1sc(-c2ccc(OCCN3CCCCC3)cc2)cc1C(N)=O,1.2,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f8270>
O=C(NCc1ccc(OC(F)(F)F)cc1)C1c2ccccc2C(=O)N1CC1CC(F)(F)C1,3.9,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f82e0>
O=S(=O)(Cc1cc(Cl)cc(Cl)c1)NCC(c1ccccc1)N1CCCCCC1,3.23,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f83c0>
Cc1c(Sc2ccc(Cl)cc2)c2c(Cl)nccc2n1CC(=O)O,0.92,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f8430>
COc1ccnc(NC2CCN(C(=O)c3ccccc3)CC2)c1,2.06,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f8510>
COc1ccnc(NC2CCN(C(=O)c3ccc(C#N)cc3)CC2)c1,1.73,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f8580>
O=C(O)COc1ccccc1N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,2.0,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f85f0>
O=C(O)c1ccccc1N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,2.83,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f8660>
O=C(O)c1cccc(N2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)c1,2.17,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f8740>
O=C(O)Cc1ccc(N2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)cc1,1.83,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f87b0>
O=C(O)c1ccc(N2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)cc1,2.31,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f8820>
O=C(O)Cc1cccc(N2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)c1,1.58,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f8890>
CN1CCN(CCCOc2ccc(-c3cc(-c4ccc(F)cc4)no3)cc2)CC1,3.81,<rdkit.Chem.rdchem.Mol object at 0x7f06b41f8900>
