smiles,pKb,pKaBasic_train_test,scaffold
CC(C)Oc1ccc(S(=O)(=O)N2CCN(c3ccc(-c4ncco4)c(OCC(=O)O)c3)CC2)cc1,0.64,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd94fb920>
Nc1nc(O)c2ncn(COC(CO)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)c2n1,0.64,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd94fb990>
Cc1nc2ccccc2c(=O)n1-c1ccccc1Cl,0.65,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd94fba00>
O=C(Nc1nc(-c2ccccc2)cs1)OCC(Cl)(Cl)Cl,0.65,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd94fba70>
N#C[C@@]1(c2ccc3c(N)ncnn23)O[C@H](CO)[C@@H](O)[C@H]1O,0.65,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd94fbb50>
CCC[C@H](Oc1cc(C)c(-n2cc(C(F)(F)F)cn2)c(C)c1)c1ccc(C(=O)NCCC(=O)O)cc1,0.68,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd94fbca0>
CCCN(C)C(=O)OCc1c(-c2ccc(O[C@H]3CCC[C@H](C(=O)O)C3)c(C)n2)nnn1C,0.68,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd94fbd10>
O=C(O)c1cc(O)c2ccc(Cl)cc2n1,0.69,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd94fbd80>
O=C(Nc1cnn2ccc(N3CCC[C@@H]3c3cc(F)ccc3F)nc12)N1CC[C@H](O)C1,0.7,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd94fbdf0>
C[C@H](O)c1nc(Cn2nc(-c3ccc(Cl)cc3)n(C[C@H](O)C(F)(F)F)c2=O)nn1-c1cccc(Cl)c1,0.71,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd94fbe60>
C=CC(=O)N1CC[C@H](Oc2nc(-c3n[nH]c(=O)[nH]3)cc3ccccc23)C1,0.71,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd94fbed0>
CCOC(=O)NP(=O)(N1CC1(C)C)N1CC1(C)C,0.72,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd94fbf40>
CC(C)=CCC/C(C)=C/CC/C(C)=C/CN1C(=O)c2cccc(O)c2Nc2c(O)cc(O)cc21,0.73,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd94fc040>
FC(F)(F)c1ccc(/C=C/c2nc(COc3ccc(CCCCn4ccnn4)cc3)co2)cc1,0.74,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd94fc120>
C=C1[C@H](CO)[C@@H](O)C[C@@H]1n1cnc2c(=O)[nH]c(N)nc21,0.74,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd94fc190>
Cc1cc2c(cc1CC(=O)c1sccc1S(=O)(=O)Nc1onc(C)c1Cl)OCO2,0.75,test,<rdkit.Chem.rdchem.Mol object at 0x7fcdd94fc200>
O=C(O)C1C/C(=C2/CCN(c3ccccc3)C2=O)c2ccc(Cl)cc2N1,0.75,test,<rdkit.Chem.rdchem.Mol object at 0x7fcdd94fc270>
Cc1c(-c2ccc(-c3ccccc3F)cc2)nc2ccc(F)cc2c1C(=O)O,0.75,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd94fc2e0>
Cc1c(C(=O)OCCO)[n+]([O-])c2ccccc2[n+]1[O-],0.75,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd94fc350>
C[C@@]1(Cn2ccnn2)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O,0.75,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd94fc3c0>
Cc1c(-c2ccc(-c3ccccc3F)cc2)nc2ccc(F)cc2c1C(=O)[O-],0.75,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd94fc510>
CCC(=O)O[C@@H](C(=O)N1N=CC[C@H]1C(=O)NCc1cc(Cl)ccc1-n1cnnn1)c1ccc(F)cc1,0.76,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd94fc580>
Fc1ccc(F)c([C@H]2CCCN2c2ccn3ncc(-n4cc(C(F)(F)F)cn4)c3n2)c1,0.77,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd94fc5f0>
O=C(O)Cc1nn(-c2ccc(F)cc2)cc1-c1ccc(Cl)cc1,0.79,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd94fc6d0>
Cc1onc(NS(=O)(=O)c2ccccc2-c2ccc(-c3ncco3)cc2CN(C)C(=O)CC(C)(C)C)c1C,0.79,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd94fc740>
C#C[C@]1(CO)O[C@@H](n2cnc3c(N)nc(F)nc32)C[C@@H]1O,0.79,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd94fc7b0>
O=C(O)c1cncc(F)c1,0.8,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd94fc820>
C/C1=C/C[C@@H](/C(C)=C/c2cc(C)on2)OC(=O)C[C@H](O)C(C)(C)C(=O)[C@H](C)[C@@H](O)[C@@H](C)/C=C\C1,0.8,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd94fc890>
C[C@H](O)[C@H](O)[C@H]1CNc2nc(N)[nH]c(=O)c2N1,0.82,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd94fc9e0>
CNC(=O)N1CCN(/N=C\C=C\c2ccc([N+](=O)[O-])o2)C1=O,0.83,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd94fcb30>
O=C(CCn1cnc2c(=O)[nH]cnc21)Nc1ccc(C(=O)[O-])cc1,0.83,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd94fcc10>
Cc1oc(-c2ccccc2)nc1CCC(=O)c1ccc(CC2SC(=O)NC2=O)cc1,0.85,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd94fcc80>
Cc1c(C(C)C)c(=O)n(-c2ccccc2)n1C,0.87,test,<rdkit.Chem.rdchem.Mol object at 0x7fcdd94fccf0>
C[S+]([O-])CCCCN=C=S,0.87,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd94fcd60>
CC(C)C(NC(=O)Cn1c(-c2ccccc2)ncc(N)c1=O)C(=O)c1nnc(C(C)(C)C)o1,0.87,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd94fcdd0>
Cc1nsc(-c2nnc3n2CCN(C(=O)c2ccc(F)cc2)[C@@H]3C)n1,0.87,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd94fcf20>
O=C(O)c1cn2c(cnc3ccccc32)n1,0.88,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd94fcf90>
C[C@]1(CS(=O)(=O)N2CCC(Oc3ccc(Cl)cn3)CC2)NC(=O)NC1=O,0.88,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd94fd000>
COc1cccc([C@@H](Oc2ccc3c(cnn3-c3ccc(F)cc3)c2)[C@H](C)NC(=O)C(F)(F)F)c1,0.88,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd94fd070>
C[C@H](NC(=O)C(C)(F)F)[C@H](Oc1ccc2c(cnn2-c2cccc(C(=O)N[C@@H]3CCOC3)c2)c1)c1ccc2c(c1)OCCO2,0.88,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd94fd150>
CNc1ccc(-c2cc3cc(O)ccc3o2)c(F)n1,0.89,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd94fd2a0>
N#CCNC(=O)CNc1ccc(C(=O)O)cc1,0.9,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd94fd310>
O=C(/C=C(\O)c1nc[nH]n1)c1ccc(Cc2ccc(F)cc2)o1,0.9,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd94fd380>
CN1C(=O)[C@@H](NC(=O)c2cc3ccccc3[nH]2)N=C(c2ccccc2)c2ccccc21,0.91,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd94fd3f0>
CCC/N=C1\S/C(=C\c2ccc(OC[C@H](O)CO)c(Cl)c2)C(=O)N1c1ccccc1C,0.91,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd94fd460>
CN1c2c(oc(=O)n(-c3ccccn3)c2=O)-c2ccccc2S1(=O)=O,0.92,test,<rdkit.Chem.rdchem.Mol object at 0x7fcdd94fd540>
COc1nc(C)cnc1NS(=O)(=O)c1cccnc1-c1ccc(-c2nnco2)cc1,0.92,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd94fd5b0>
Nc1c(I)cc(I)c(C(=O)N(CCC(=O)O)c2ccccc2)c1I,0.93,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd94fd690>
Cc1oc(-c2ccccc2)nc1CCOc1ccc(CC2C(=O)NOC2=O)cc1,0.93,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd94fd770>
Cc1oc(-c2ccccc2)nc1CCOc1ccc(C[C@H](Nc2ccccc2C(=O)c2ccccc2)C(=O)O)cc1,0.93,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd94fd7e0>
COc1ccc(OC(=O)N(CC(=O)O)Cc2ccc(OCCc3nc(-c4ccccc4)oc3C)cc2)cc1,0.93,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd94fd850>
Cc1oc(-c2ccccc2)nc1CCOc1ccc(CC2SC(=O)NC2=O)c2sccc12,0.93,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd94fd930>
CO[C@@H](Cc1ccc(OCCc2nc(-c3ccccc3)oc2C)c2ccsc12)C(=O)O,0.93,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd94fda10>
CC(=O)/C=C(/C)N[C@@H]1CON=C1O,0.93,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd94fda80>
Nc1nc(=O)c2ncn(CCC(CO)CO)c2[nH]1,0.94,test,<rdkit.Chem.rdchem.Mol object at 0x7fcdd94fdaf0>
Cc1[nH]nc(C(F)(F)F)c1Cc1sc2c(c1C(=O)N1C[C@](C)(O)CO1)c(=O)n(C)c(=O)n2C(C)C,0.94,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd94fdb60>
Cc1cccnc1NS(=O)(=O)c1ccc(C#Cc2ccc(O)c(C(=O)O)c2)cc1,0.96,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd94fdbd0>
CN1C(=O)[C@@H](NC(=O)c2cc3cccc4c3n2CCC4)N=C(c2ccccc2)c2ccccc21,0.96,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd94fdc40>
CCN1C(=O)CNc2ncc(-c3ccc(-c4nc[nH]n4)nc3C)nc21,0.96,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd94fdcb0>
Cc1ccc(S(=O)(=O)NC(=O)N2N=CCC2C)cc1,0.97,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd94fdd20>
COc1cnc(-n2cnc(C)n2)c2c1c(C(=O)C(=O)N1CCN(C(=O)c3ccccc3)CC1)cn2COP(=O)(O)O,0.97,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd94fdd90>
CNS(=O)(=O)Nc1nccc(Cc2c(C)c3ccc(Oc4ncccn4)cc3oc2=O)c1F,0.97,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd94fde00>
COc1cnc(-n2cnc(C)n2)c2c1c(C(=O)C(=O)N1CCN(C(=O)c3ccccc3)CC1)cn2COP(=O)(O)O.NC(CO)(CO)CO,0.97,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd94fde70>
O=C(O)Cc1ccc(Cc2cc(-c3cccc(Cl)c3)nc(C(F)(F)F)c2)cc1,0.99,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd94fdee0>
C=Cc1cc(O)cc2nc(-c3ccc(O)c(F)c3)oc12,1.0,test,<rdkit.Chem.rdchem.Mol object at 0x7fcdd94fdf50>
C[C@H]1CNC(=O)c2cnn3cc4c(nc23)N(Cc2cc(F)cnc2O1)[C@@H]1CCC[C@@H]1O4,1.01,test,<rdkit.Chem.rdchem.Mol object at 0x7fcdd94fe030>
COC(=O)N/N=C/c1c[n+]([O-])c2ccccc2[n+]1[O-],1.01,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd94fe0a0>
N#CCC(=O)NN=Cc1c[n+]([O-])c2ccccc2[n+]1[O-],1.02,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd94fe110>
Cc1cc(O)c(C(C)C)cc1/N=N/c1ccc(S(=O)(=O)c2ccc(/N=N/c3cc(C(C)C)c(O)cc3C)cc2)cc1,1.03,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd94fe180>
Cn1nc(C(F)(F)C(F)(F)F)c(C(F)(F)F)c1-n1cc(-c2ccc(Cl)c(C(=O)NC3(C#N)CC3)c2)cn1,1.04,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd94fe1f0>
Nc1[nH]cnc2ncnc1-2,1.05,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd94fe260>
O/N=C/c1cc[n+](COC[n+]2ccc(/C=N/O)cc2)cc1,1.05,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd94fe2d0>
CC1CC(=O)NN=C1c1ccc2c(c1)OCC(=O)N2,1.05,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd94fe340>
Cc1cc(Oc2ncccc2C(F)(F)F)ccc1-c1c(C)c(=O)[nH]c(=O)n1C,1.05,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd94fe3b0>
CC(C)C[C@@H](C(=O)Nc1ccn(C[C@@H](O)CO)n1)N1CC(Oc2ccccc2Cl)=CC1=O,1.06,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd94fe420>
Cc1c(C(=O)NCCC#N)[n+]([O-])c2ccccc2[n+]1[O-],1.07,test,<rdkit.Chem.rdchem.Mol object at 0x7fcdd94fe570>
Cc1c(C(=O)NCCO)[n+]([O-])c2ccccc2[n+]1[O-],1.07,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd94fe5e0>
CC(C)(C)c1ccc(CN(Cc2cccc(OCC(=O)O)c2)S(=O)(=O)c2cccnc2)cc1,1.07,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd94fe650>
CCn1nc(C2CCN(C(=O)CCO)CC2)nc1-c1cnc(N)c(-c2nnc(C(C)(C)C)o2)n1,1.07,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd94fe6c0>
Cn1c(=O)c(F)c(Nc2ccc(I)cc2F)c2c(=O)n(C[C@@H](O)CO)cnc21,1.08,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd94fe810>
C[C@H](NC(=O)/C(C#N)=C/C=C/c1cccc(Br)n1)c1ccccc1,1.08,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd94fe880>
NC(=O)/C(=C/n1cnc(-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)n1)c1cncnc1,1.08,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd94fe8f0>
O=C(CNC(=O)c1ccc(C2=NO[C@@](c3cc(Cl)c(F)c(C(F)(F)F)c3)(C(F)(F)F)C2)c2ccccc12)NCC(F)(F)F,1.09,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd94fe960>
CN(C)NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,1.11,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd94fe9d0>
C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H](Oc2cc(-c3csc(NC(=O)C(C)C)n3)nc3c(Br)c(OC)ccc23)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)[O-],1.11,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd94feab0>
N=c1nc2n(cc1F)[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O2,1.12,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd94feb20>
O=C(c1ccc2nccnc2c1)N1CCCCC1,1.13,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd94feb90>
COc1ccc(C2=NNC(=O)CC2CO)cc1OC,1.13,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd94fec00>
CCOC(=O)OC[C@H]1O[C@@H](Oc2nn(C(C)C)c(C)c2Cc2ccc(OC(C)C)cc2)[C@H](O)[C@@H](O)[C@@H]1O,1.13,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd94fece0>
[11CH3]Oc1ccc(-c2c(C#N)c(C(=O)NN3CCCCC3)nn2-c2ccc(Cl)cc2Cl)cc1,1.14,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd94fed50>
COc1ccc(-c2c(C#N)c(C(=O)NN3CCCCC3)nn2-c2ccc(Cl)cc2Cl)cc1,1.14,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd94fedc0>
O=C(CCCCNC(=O)c1nc(-c2nccs2)sc1C1CC1)NO,1.14,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd94fee30>
O=C(O)Cc1c(-c2ccccc2)c(-c2ccccc2)nn1-c1ccccc1,1.15,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd94feea0>
CC(Cl)C(=O)Nc1ccc(C2=NNC(=O)CC2C)cc1,1.17,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd94fef10>
CCS(=O)(=O)c1ccc(Oc2cc(O[C@@H](C)CO)cc(C(=O)Nc3ccn(C)n3)c2)cn1,1.17,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd94feff0>
Cc1ccccc1-n1c(C)nc2ccccc2c1=O,1.18,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd94ff060>
O=C1CO[C@H](c2cn(-c3ccc(Br)cc3)nc2-c2ccc(F)cc2)N1CCc1ccc2[nH]c(=O)[nH]c2c1,1.18,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd94ff1b0>
COC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccc(NS(=O)(=O)O)cc1)c1csc(-c2cccs2)n1,1.22,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd94ff450>
CC(C)N(Cc1ccccc1)C(=O)CN1C(=O)[C@@H](Cc2c[nH]c3ccccc23)c2nnc(-c3ccccc3)n2-c2ccccc21,1.22,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd94ff4c0>
O=C(/C=C\n1cnc(-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)n1)NNc1cnccn1,1.22,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd94ff530>
COC[C@@H](NC(=O)N1CC(=O)Nc2cc(OC)cnc21)c1ccc(OC(F)(F)F)c(F)c1,1.22,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd94ff5a0>
CCOC(=O)c1ccc(C#Cc2ccc3c(c2)C(C)(C)CCS3)nc1,1.23,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd94ff610>
Cc1nc(SCCCC(=O)O)sc1CC(=O)O,1.23,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd94ff680>
O/N=C/c1cc[n+](C[n+]2ccc(/C=N/O)cc2)cc1,1.24,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd94ff840>
Cc1nc(=O)c2cc(CN(C)c3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)s3)ccc2[nH]1,1.24,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd94ff8b0>
COc1cnc(-n2cnc(C)n2)c2[nH]cc(C(=O)C(=O)N3CCN(C(=O)c4ccccc4)CC3)c12,1.25,test,<rdkit.Chem.rdchem.Mol object at 0x7fcdd94ff920>
O=c1[nH]cnc2[nH]ncc12,1.25,test,<rdkit.Chem.rdchem.Mol object at 0x7fcdd94ff990>
CC(=O)O[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C/C(=N/Oc5ccc([N+](=O)[O-])cc5)[C@H](Cl)C[C@]4(C)[C@H]3CC[C@]12C,1.25,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd94ffa00>
N#Cc1ccc(Cn2ccc(NC(=O)Cc3ccc(C4(C(F)(F)F)CC4)cc3)n2)nc1,1.25,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd94ffa70>
CCn1ncnc1COc1nn2c(-c3ccccc3F)nnc2cc1C(C)(C)C,1.26,test,<rdkit.Chem.rdchem.Mol object at 0x7fcdd94ffae0>
O=C(O)c1cc(-c2ccccc2)nc2ccccc12,1.26,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd94ffb50>
Cc1nc([N+](=O)[O-])cn1-c1ccc([N+](=O)[O-])cc1,1.26,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd94ffbc0>
C[C@H](Nc1ccc(C#N)n(C)c1=O)c1cc2cc(Cl)ccc2[nH]c1=O,1.26,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd94ffc30>
CCOC(=O)Cn1cccc1-c1nc(-c2ccc(OC)cc2)c(-c2ccc(OC)cc2)s1,1.27,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd94ffca0>
c1ccc2c(c1)ncc1ncnnc12,1.28,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd94ffd80>
CN1CC(=O)N=C1NC(=O)Nc1cccc(Cl)c1,1.28,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd94ffdf0>
CCCc1ncc(C(=O)O)s1,1.29,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd94ffed0>
COc1ccc(NC(=O)Nc2ccc(F)cc2F)cc1-c1c(Br)cnn1C,1.29,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9500040>
O=C(O)Cc1sc(-c2ccccc2)nc1-c1ccc(Cl)cc1,1.3,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd95000b0>
COc1ccc(-n2nc(CCC(=O)N(C)O)cc2-c2ccc(Cl)cc2)cc1,1.31,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9500190>
COc1c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc2c(c1OC)-c1ccc(SC)c(=O)cc1C(NC(C)=O)CC2,1.31,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9500200>
CCCn1c(=O)c2[nH]c(-c3cnn(Cc4cccc(C(F)(F)F)c4)c3)nc2n(CC)c1=O,1.31,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9500270>
O=C(CNC(=O)c1ccc(C2=NOC(c3cc(Cl)cc(C(F)(F)F)c3)(C(F)(F)F)C2)c2ccccc12)NCC(F)(F)F,1.31,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd95002e0>
O=C(CNC(=O)c1ccc(C2=NO[C@@](c3cc(Cl)cc(C(F)(F)F)c3)(C(F)(F)F)C2)c2ccccc12)NCC(F)(F)F,1.31,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9500350>
CCCn1cc(-n2c(Cl)c(Sc3cccc(C(=O)O)c3F)c3ccc(Cl)c(F)c32)cn1,1.31,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd95003c0>
C[C@@H]1CN(c2nc(-n3ccc(OCCC4(C(F)(F)F)CC4)n3)ccc2C(=O)NS(=O)(=O)c2ccccc2)C(C)(C)C1,1.31,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9500430>
C[C@@H]1CN(c2nc(-n3ccc(OCCC4(C(F)(F)F)CC4)n3)ccc2C(=O)[N-]S(=O)(=O)c2ccccc2)C(C)(C)C1,1.31,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd95004a0>
CC1CCCC(C)N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,1.32,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9500510>
Clc1ccc2c(n1)C(c1ccccc1Cl)=NCc1nncn1-2,1.33,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9500580>
C[C@H](Nc1cc(Cl)nc2c1cnn2[C@@H]1O[C@H](COP(=O)(O)CP(=O)(O)O)[C@@H](O)[C@H]1O)c1ccccc1F,1.33,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd95005f0>
Cc1nn(-c2cnc(OCC(C)C)c(Cl)c2)c2ccc(C(=O)NS(C)(=O)=O)cc12,1.34,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9500660>
NS(=O)(=O)c1cc(C(=O)NN2C[C@@H]3[C@H]4CC[C@H](C4)[C@@H]3C2)ccc1Cl,1.35,test,<rdkit.Chem.rdchem.Mol object at 0x7fcdd95006d0>
C[C@@]1(O)CC[C@H]2[C@H](CC[C@@H]3[C@@H]2CC[C@]2(C)[C@@H](C(=O)Cn4cc(C#N)cn4)CC[C@@H]32)C1,1.36,test,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9500740>
CC1=NN(CCOc2ccc3ccccc3c2)C(=O)C1,1.36,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd95007b0>
O=C(O)Cc1cn(-c2ccccc2)nc1-c1ccc(Cl)cc1,1.36,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9500820>
Cn1c([N+](=O)[O-])cnc1C(O)c1cc(C(C)(C)C)ccc1O,1.36,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9500900>
Cc1nc(C)c(Cl)c(O)c1Cl,1.37,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd95009e0>
COc1cccc2c1c(NS(=O)(=O)c1ccc(Cl)s1)nn2Cc1cccc(NC(=O)CO)c1,1.37,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9500a50>
Cc1ccc(S(=O)(=O)NC(=O)NN2C[C@H]3CCC[C@@H]3C2)cc1,1.38,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9500b30>
CC(C)(C)[C@@H](CO)NC(=O)c1nn(-c2c[n+]([O-])ccn2)c2c1C[C@@H]1C[C@H]21,1.39,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9500c10>
CN1Cc2cc(C3=NNC(=O)CC3)ccc2NC1=O,1.4,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9500d60>
CCCn1c(=O)c(CCCOC(=O)NC)nc2ccccc21,1.41,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9500dd0>
CC(C)N(CCCCOCC(=O)NS(C)(=O)=O)c1cnc(-c2ccccc2)c(-c2ccccc2)n1,1.41,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9500e40>
CS(=O)(=O)c1cc(C2(NC(=O)c3cncc4c3cnn4-c3ccc(F)cc3)CC2)ccn1,1.41,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9500eb0>
CC1(NC2=NS(=O)(=O)c3sc(Cl)cc3N2)CC1,1.42,test,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9500f20>
Cc1cc(Cl)ccc1N=C1SCS1,1.42,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9500f90>
CCN(Cc1ccccc1)C(=O)Cn1c(=O)n(C)c2cnc(-c3ccccc3)nc21,1.42,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9501000>
Cc1cc(C2=NOC(c3cc(Cl)cc(Cl)c3)(C(F)(F)F)C2)ccc1C(=O)NCC(=O)NCC(F)(F)F,1.42,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9501070>
O=C(O)CNC(=O)c1ncc(C#CCOc2ccc(Cl)cc2)cc1O,1.43,test,<rdkit.Chem.rdchem.Mol object at 0x7fcdd95010e0>
Cc1c(CO)[n+]([O-])c2ccccc2[n+]1[O-],1.43,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9501150>
